"Aspalt(for bike), stable vel",,,,,
TIME,delta,Vel(km/h),Acc x (m/s^2),Acc y (m/s^2),Acc z (m/s^2)
87290,113,15.93,0.47,2.63,10.16
87294,113,15.93,-0.2,2.86,11.96
87298,113,15.93,1.41,1.8,13.61
87302,113,15.93,0.75,2.75,11.89
87306,113,15.93,1.14,4.82,12.79
87310,113,15.93,0.94,3.41,9.69
87314,113,15.93,1.45,0.75,11.02
87318,113,15.93,1.57,-0.16,12.08
87321,113,15.93,1.65,2,15.97
87325,113,15.93,1.65,2.04,15.14
87329,113,15.93,2.2,2.98,14.71
87333,113,15.93,2,7.96,9.81
87337,113,15.93,2.08,4.75,10.79
87341,113,15.93,2.63,5.69,12.67
87345,113,15.93,2.35,6.08,7.77
87349,113,15.93,2.16,8.59,5.57
87353,121,14.88,1.37,7.1,7.73
87357,121,14.88,2.12,6.2,8.94
87360,121,14.88,1.77,8.04,6.39
87364,121,14.88,1.33,9.3,5.77
87368,121,14.88,1.14,10,9.1
87372,121,14.88,0.67,9.38,5.84
87375,121,14.88,0.71,8.55,6.71
87379,121,14.88,-0.51,3.77,6.43
87384,121,14.88,-0.55,6.08,10.24
87388,121,14.88,-1.49,1.57,12.43
87392,121,14.88,-2.55,2.82,10
87396,121,14.88,-1.45,3.06,6.86
87399,121,14.88,-1.18,5.33,5.77
87403,121,14.88,-0.98,3.18,5.84
87407,121,14.88,-0.86,6.51,4
87411,121,14.88,-1.57,6.94,5.45
87414,121,14.88,-1.77,8,6.35
87418,121,14.88,-1.69,5.49,7.96
87422,121,14.88,-1.65,7.49,7.45
87427,121,14.88,-0.94,6.98,8.83
87431,121,14.88,-0.59,6,8.63
87434,121,14.88,-0.86,6.12,8.32
87438,121,14.88,-0.82,5.81,10.47
87442,121,14.88,-0.31,1.77,12
87446,121,14.88,-0.27,0.43,11.14
87450,121,14.88,0.04,-0.39,11.14
87453,121,14.88,0.47,1.53,8.67
87457,121,14.88,0.35,4.43,9.49
87461,121,14.88,0.63,4.86,10.16
87465,121,14.88,1.06,4.12,8.67
87470,117,15.38,0.43,2.63,9.73
87473,117,15.38,1.33,4.9,11.26
87477,117,15.38,0.63,4,10.94
87481,117,15.38,0.94,3.22,12
87485,117,15.38,1.14,4.28,10.94
87489,117,15.38,1.37,3.65,12.51
87492,117,15.38,2,4.9,10.04
87496,117,15.38,1.61,5.33,8.51
87500,117,15.38,1.84,6.51,10.4
87504,117,15.38,2.79,3.37,11.45
87508,117,15.38,1.49,6.39,7.96
87512,117,15.38,2.39,7.02,7.22
87516,117,15.38,1.61,4.31,10.08
87520,117,15.38,1.88,1.96,11.18
87524,117,15.38,1.57,3.8,12.91
87528,117,15.38,0.55,5.02,11.96
87532,117,15.38,0.63,7.06,9.34
87535,117,15.38,1.26,5.22,9.92
87539,117,15.38,1.22,4.82,9.14
87543,117,15.38,1.49,4.2,7.73
87547,117,15.38,0.35,6.9,7.85
87550,117,15.38,-0.04,7.45,6.9
87555,117,15.38,1.02,8.24,6.51
87559,117,15.38,1.06,7.02,8.2
87563,117,15.38,0.59,3.3,7.88
87566,117,15.38,0.16,6.16,3.69
87570,117,15.38,0.16,3.92,7.53
87574,117,15.38,0.47,4.04,10.16
87578,117,15.38,0.67,4.43,10.75
87582,117,15.38,0.08,3.37,16.71
87585,117,15.38,-1.53,2.12,16.67
87589,117,15.38,-0.43,4.71,12.83
87593,117,15.38,-1.26,6.35,7.65
87598,117,15.38,-0.12,7.88,7.18
87602,132,13.64,0.51,7.06,6.39
87606,132,13.64,0.16,5.65,6.35
87609,132,13.64,0.16,4.51,8.28
87613,132,13.64,-0.04,3.45,11.49
87617,132,13.64,0.27,3.26,10.98
87621,132,13.64,0.12,0.86,12.08
87625,132,13.64,1.37,4.82,10.47
87628,132,13.64,1.69,6.2,12.55
87632,132,13.64,1.8,1.84,16.79
87636,132,13.64,1.29,1.69,15.42
87641,132,13.64,0.98,5.77,7.34
87645,132,13.64,0.78,7.77,-2.86
87648,132,13.64,1.18,9.69,-3.14
87652,132,13.64,2.28,7.69,-4.55
87656,132,13.64,2.67,3.65,6
87660,132,13.64,1.37,-1.41,15.53
87664,132,13.64,1.88,-3.37,28.01
87667,132,13.64,-0.43,-1.29,27.93
87671,132,13.64,-0.27,5.14,22.87
87675,132,13.64,-1.73,8.63,14.2
87680,132,13.64,0.47,11.89,6.16
87684,132,13.64,2.24,12.59,-0.31
87688,132,13.64,1.8,13.89,-1.1
87691,132,13.64,2.2,10.63,2.39
87695,132,13.64,1.06,5.41,7.22
87699,132,13.64,0.82,3.14,10.16
87703,132,13.64,2.2,2.86,8.16
87707,132,13.64,2.71,4,7.34
87710,108,16.67,2.43,5.88,5.26
87714,108,16.67,2.43,7.85,2.51
87718,108,16.67,1.49,8.51,2.75
87723,108,16.67,1.02,9.65,6.39
87727,108,16.67,1.14,6.71,7.1
87730,108,16.67,1.49,5.57,9.22
87734,108,16.67,2.43,4.9,8.9
87738,108,16.67,3.3,2.67,11.89
87742,108,16.67,2.28,4.55,8.08
87746,108,16.67,1.65,4.47,8.28
87749,108,16.67,1.96,5.53,12.2
87753,108,16.67,2.59,4.94,11.02
87757,108,16.67,2,4.08,13.02
87761,108,16.67,1.22,5.73,15.06
87766,108,16.67,2,6.55,9.96
87769,108,16.67,2.43,8.43,10.43
87773,108,16.67,2.75,7.88,8.63
87777,108,16.67,2.98,5.14,9.73
87781,108,16.67,1.02,4.31,7.1
87785,108,16.67,2.86,4.43,6.83
87788,108,16.67,2.08,3.41,7.45
87792,108,16.67,2.12,2.86,7.61
87796,108,16.67,1.73,5.96,10.55
87800,108,16.67,1.41,4.9,9.38
87803,108,16.67,1.26,6.16,7.96
87808,108,16.67,0.43,5.26,9.57
87812,108,16.67,0.51,5.14,9.92
87816,108,16.67,1.26,5.88,8.2
87820,108,16.67,0.55,3.77,10.12
87823,108,16.67,0.86,4.71,9.1
87827,117,15.38,0.75,2.47,10.2
87831,117,15.38,1.33,-0.78,11.89
87835,117,15.38,0.94,3.45,9.89
87839,117,15.38,0.75,6.16,7.3
87842,117,15.38,1.53,5.3,7.37
87846,117,15.38,1.41,4.63,7.06
87851,117,15.38,1.84,2.71,9.14
87855,117,15.38,1.84,5.02,7.57
87858,117,15.38,2.04,4.51,8.36
87862,117,15.38,1.69,4.9,8.47
87866,117,15.38,1.8,4.71,7.69
87870,117,15.38,1.26,3.73,7.26
87874,117,15.38,1.92,1.73,7.22
87877,117,15.38,1.14,5.57,5.84
87881,117,15.38,1.37,0.86,10.04
87885,117,15.38,0.82,-3.96,10.47
87889,117,15.38,0.39,-3.26,10.98
87894,117,15.38,0.2,0.35,12
87897,117,15.38,0.63,12.55,8.08
87901,117,15.38,-0.12,15.97,6.32
87905,117,15.38,-0.94,4.98,11.92
87909,117,15.38,-1.1,10.12,8.63
87913,117,15.38,-0.67,5.88,9.53
87917,117,15.38,0.71,7.1,11.14
87920,117,15.38,1.06,3.1,13.89
87924,117,15.38,-0.16,1.41,12.51
87928,117,15.38,0.86,1.45,16.51
87932,117,15.38,0.75,-0.27,16.24
87937,117,15.38,1.41,1.65,14.51
87941,117,15.38,0.86,2.12,10.08
87944,117,15.38,1.14,3.22,7.18
87948,117,15.38,1.37,5.65,3.45
87952,117,15.38,0.67,7.88,4.04
87956,117,15.38,0.16,7.53,6.86
87959,117,15.38,-0.08,7.77,9.69
87963,117,15.38,-0.82,5.49,8.63
87967,117,15.38,-0.35,5.37,11.1
87971,117,15.38,-0.75,2.51,11.61
87975,117,15.38,0.08,0.55,11.3
87979,117,15.38,0.78,5.06,5.88
87983,117,15.38,-0.71,6.24,6.35
87987,117,15.38,-0.04,6.98,8.36
87991,117,15.38,-0.08,6.24,11.77
87995,117,15.38,-0.55,7.81,12.71
87999,117,15.38,1.41,6.75,14.16
88002,117,15.38,0.27,7.14,10.24
88006,117,15.38,0.47,7.06,8.51
88010,117,15.38,0.59,5.69,6.94
88014,117,15.38,0.12,4.98,7.49
88017,117,15.38,0.39,0.67,4.86
88022,117,15.38,0.51,4.82,8
88026,117,15.38,0.2,2.04,10
88030,117,15.38,1.49,1.96,12.43
88034,117,15.38,0.43,4.16,11.41
88037,117,15.38,1.02,3.92,13.18
88041,117,15.38,0.47,7.26,11.65
88045,117,15.38,0.08,4.55,13.49
88049,117,15.38,0.43,6.67,11.18
88053,117,15.38,-0.04,6.16,8.2
88057,117,15.38,1.57,7.77,10.04
88060,117,15.38,0.86,6.39,8.04
88065,117,15.38,-0.08,4.75,7.1
88069,117,15.38,-0.51,5.65,3.06
88073,129,13.95,-1.65,3.37,4.59
88076,129,13.95,0.08,2.67,8.79
88080,129,13.95,-0.51,1.02,11.53
88084,129,13.95,-0.51,1.92,14.98
88088,129,13.95,0.82,2.28,16.16
88092,129,13.95,0.24,7.06,10.83
88096,129,13.95,-0.12,7.81,6.94
88099,129,13.95,0.71,8.2,1.69
88103,129,13.95,0.08,7.85,-2.55
88108,129,13.95,0.78,7.73,-0.47
88112,129,13.95,-0.08,5.37,-0.24
88115,129,13.95,0.31,1.26,1.84
88119,129,13.95,0.35,-1.53,6.75
88123,129,13.95,-0.04,-1.61,11.85
88127,129,13.95,0.55,-0.39,13.42
88131,129,13.95,0.47,-1.18,17.81
88134,129,13.95,0.75,2.71,18.51
88138,129,13.95,0.75,6.9,13.73
88142,129,13.95,0.31,10.47,12.51
88146,129,13.95,1.02,11.02,9.41
88151,129,13.95,0.75,10.08,8.59
88155,129,13.95,1.69,5.14,10.24
88158,129,13.95,1.8,3.37,10.94
88162,129,13.95,2.24,2.28,10
88166,129,13.95,2.43,5.73,5.88
88170,129,13.95,1.14,8.79,5.33
88174,129,13.95,1.53,6.94,9.26
88177,129,13.95,1.77,6.55,8.04
88181,108,16.67,1.8,6.51,10.43
88185,108,16.67,3.57,7.34,12.79
88189,108,16.67,1.96,5.33,11.22
88194,108,16.67,2.35,4.98,11.45
88198,108,16.67,3.3,2.67,14.2
88201,108,16.67,2.75,4.39,10.04
88205,108,16.67,1.96,3.3,7.22
88209,108,16.67,1.65,2,6.39
88213,108,16.67,1.02,3.57,4.47
88217,108,16.67,1.37,6.12,3.41
88220,108,16.67,0.82,9.53,4.51
88224,108,16.67,1.33,8.67,7.26
88228,108,16.67,0.9,8.75,8.79
88232,108,16.67,0.55,5.02,9.26
88236,108,16.67,1.02,6.67,10.32
88240,108,16.67,0.39,1.41,12.47
88244,108,16.67,1.29,1.96,12.24
88248,108,16.67,-0.04,-1.37,11.69
88252,108,16.67,0.2,1.84,10.12
88256,108,16.67,0.59,5.53,8.9
88259,108,16.67,-0.16,7.96,5.26
88263,108,16.67,0.35,9.77,5.3
88267,108,16.67,-0.59,6.24,9.06
88271,108,16.67,0.35,5.1,7.96
88274,108,16.67,0.04,6.12,5.69
88279,108,16.67,0.78,9.77,1.02
88283,108,16.67,0.16,8.47,5.88
88287,108,16.67,-0.2,3.88,8.47
88290,108,16.67,-0.47,1.84,15.34
88294,108,16.67,-0.39,-4.9,27.26
88298,108,16.67,2,-3.61,22.99
88302,121,14.88,4.39,5.49,20.75
88306,121,14.88,3.45,7.65,15.34
88310,121,14.88,1.02,11.06,4.43
88313,121,14.88,-0.75,8.36,-0.9
88317,121,14.88,-0.2,11.65,-0.86
88322,121,14.88,0.04,8.39,1.45
88326,121,14.88,0.67,6.59,5.53
88330,121,14.88,-0.55,0.94,10.2
88333,121,14.88,-0.75,0.55,11.18
88337,121,14.88,1.45,2.31,11.92
88341,121,14.88,1.53,2.12,11.65
88345,121,14.88,2.51,3.45,10.63
88349,121,14.88,0.71,3.8,11.26
88353,121,14.88,0.67,5.61,8.32
88356,121,14.88,1.77,7.61,6.51
88360,121,14.88,1.06,9.06,6
88365,121,14.88,2.16,7.88,6
88369,121,14.88,1.02,8.39,3.14
88372,121,14.88,1.1,8.16,3.65
88376,121,14.88,0.31,9.06,4.86
88380,121,14.88,-0.67,8.71,4.67
88384,121,14.88,-0.12,7.88,2.86
88388,121,14.88,-0.63,5.14,3.73
88391,121,14.88,-0.94,4.9,0.16
88395,121,14.88,0,4.75,3.3
88399,121,14.88,-1.69,1.14,3.3
88403,121,14.88,-1.53,2.43,1.1
88407,121,14.88,-1.69,5.57,10.04
88411,121,14.88,-2.04,-1.49,31.5
88415,113,15.93,-1.14,-7.53,47.11
88419,113,15.93,1.96,-4.43,50.37
88423,113,15.93,4.08,5.02,31.11
88427,113,15.93,-1.41,12.16,0.78
88430,113,15.93,-4.35,17.26,-1.53
88434,113,15.93,-5.69,15.65,-4.71
88438,113,15.93,-3.06,9.85,-0.31
88442,113,15.93,1.22,5.57,15.61
88446,113,15.93,3.06,1.1,16.4
88451,113,15.93,0.94,-3.14,17.77
88454,113,15.93,1.69,-1.92,10.63
88458,113,15.93,1.37,-0.9,5.37
88462,113,15.93,1.96,4.31,5.57
88466,113,15.93,1.61,7.69,3.45
88470,113,15.93,1.96,10.55,3.14
88473,113,15.93,2.82,8.47,8.75
88477,113,15.93,3.96,7.77,12.75
88481,113,15.93,3.53,6.71,9.73
88485,113,15.93,2.43,3.8,14.87
88489,113,15.93,3.3,1.61,12.08
88493,113,15.93,2.75,4.39,9.45
88497,113,15.93,2,3.18,7.14
88501,113,15.93,0.75,6.83,4.16
88505,113,15.93,-0.63,4.9,5.53
88509,113,15.93,-1.06,9.3,2.12
88512,113,15.93,1.18,5.77,6.71
88516,113,15.93,1.57,-0.12,10.36
88520,113,15.93,0.27,5.73,10.43
88524,113,15.93,1.06,7.41,7.85
88528,113,15.93,0.82,11.61,6.04
88531,113,15.93,0,6.55,7.22
88536,121,14.88,0.16,8.75,6.63
88540,121,14.88,-0.39,2.9,8.9
88544,121,14.88,-0.27,3.8,13.53
88548,121,14.88,-0.78,1.22,13.18
88551,121,14.88,-0.78,1.73,11.92
88555,121,14.88,-0.75,3.65,9.45
88559,121,14.88,0.59,3.57,6.47
88563,121,14.88,1.73,4.28,11.81
88567,121,14.88,1.33,3.53,10.04
88570,121,14.88,1.73,1.69,9.41
88574,121,14.88,0.86,-1.41,13.06
88579,121,14.88,0.75,2.24,10.4
88583,121,14.88,0.24,7.77,9.02
88587,121,14.88,1.14,8.63,7.88
88590,121,14.88,0.98,7.53,8.55
88594,121,14.88,2.59,7.69,8.75
88598,121,14.88,2.04,5.57,8.59
88602,121,14.88,1.73,2.86,9.65
88605,121,14.88,1.77,1.69,11.1
88609,121,14.88,0.59,0.78,10.63
88613,121,14.88,2.79,0.04,11.69
88617,121,14.88,1.57,0.12,12.24
88622,121,14.88,0.86,0.78,10.4
88626,121,14.88,0.94,2.28,9.02
88629,121,14.88,1.22,4.24,9.77
88633,121,14.88,1.1,5.33,11.14
88637,121,14.88,1.06,3.3,12.28
88641,121,14.88,1.37,5.65,10
88645,109,16.51,2.55,16.79,0.86
88648,109,16.51,3.18,19.65,-0.08
88652,109,16.51,3.77,18.12,1.69
88656,109,16.51,2.47,18.16,1.88
88660,109,16.51,0.43,7.14,7.88
88665,109,16.51,-2.39,-0.94,12.83
88669,109,16.51,-3.02,-6.2,17.93
88672,109,16.51,-0.78,-2.04,15.53
88676,109,16.51,1.37,0.98,14.4
88680,109,16.51,4.28,2.08,10.12
88684,109,16.51,2.75,7.65,10.24
88688,109,16.51,1.61,3.3,11.49
88692,109,16.51,0.78,1.77,13.85
88695,109,16.51,1.06,1.88,12.43
88699,109,16.51,1.61,3.37,14.36
88704,109,16.51,0.78,5.77,11.41
88708,109,16.51,-0.35,9.85,10.71
88712,109,16.51,0.16,9.69,5.3
88716,109,16.51,1.69,8.39,3.61
88719,109,16.51,2.43,3.45,4
88723,109,16.51,2.98,6.32,2.31
88727,109,16.51,3.37,5.53,3.26
88731,109,16.51,2.16,3.02,4.39
88734,109,16.51,1.92,0.39,5.22
88738,109,16.51,1.73,2.51,6
88742,109,16.51,0.86,6.63,5.18
88747,109,16.51,-0.24,6.83,7.06
88750,109,16.51,-0.04,2.67,10.24
88754,109,16.51,0.16,2.43,13.1
88758,109,16.51,-0.51,0.43,15.26
88762,117,15.38,0.12,1.65,15.53
88766,117,15.38,0.08,1.96,14.75
88770,117,15.38,0.9,4.98,11.77
88773,117,15.38,0.9,7.06,9.77
88777,117,15.38,0.98,8.08,6.28
88781,117,15.38,0.82,8.87,5.41
88785,117,15.38,1.22,6.32,8.39
88788,117,15.38,1.14,6.24,10.51
88793,117,15.38,0.12,8.08,8.94
88797,117,15.38,0.31,3.14,11.61
88801,117,15.38,-0.67,4.08,10.12
88805,117,15.38,-0.16,5.41,11.61
88809,117,15.38,0.47,6.43,11.96
88812,117,15.38,0.71,7.37,10.28
88816,117,15.38,0.82,8.16,10.83
88820,117,15.38,-0.67,8.83,12.12
88824,117,15.38,-1.18,7.37,9.34
88828,117,15.38,-1.41,8.67,6.63
88833,117,15.38,-0.86,7.18,8.04
88836,117,15.38,0.35,7.61,8.16
88840,117,15.38,0.08,5.57,9.81
88844,117,15.38,0.08,4.86,12.55
88848,117,15.38,-0.67,4.08,9.65
88851,117,15.38,0.08,5.53,10.28
88855,117,15.38,0.31,5.65,8.67
88859,117,15.38,0.67,5.53,7.34
88863,117,15.38,1.73,6.83,4.12
88867,117,15.38,0.82,9.57,6.67
88870,117,15.38,0.71,8.32,8.04
88875,113,15.93,0.47,4.63,9.77
88879,113,15.93,0.35,2.9,13.61
88883,113,15.93,1.33,0.63,12.94
88887,113,15.93,2.79,3.3,9.38
88890,113,15.93,2.75,3.33,8.39
88894,113,15.93,1.77,4.59,10.4
88898,113,15.93,1.77,3.73,10.36
88902,113,15.93,1.57,6.08,8.47
88906,113,15.93,1.65,5.02,8.43
88909,113,15.93,2.71,7.26,7.26
88913,113,15.93,2.94,8.36,6.16
88918,113,15.93,2.24,7.3,7.53
88922,113,15.93,1.33,6.04,7.92
88925,113,15.93,1.84,4.16,10.55
88929,113,15.93,1.57,3.53,9.85
88933,113,15.93,1.57,1.96,12.12
88937,113,15.93,1.14,1.29,9.57
88941,113,15.93,1.26,2.31,9.92
88944,113,15.93,1.88,2.39,9.26
88948,113,15.93,0.86,2.67,11.45
88952,113,15.93,1.41,1.61,12.51
88956,113,15.93,0.47,5.49,10.9
88961,113,15.93,0.35,2.79,14.04
88965,113,15.93,0.55,3.61,10
88968,113,15.93,0.9,3.37,7.57
88972,113,15.93,0.27,3.45,5.26
88976,113,15.93,-0.2,6.32,6.83
88980,113,15.93,0.12,5.33,7.26
88983,113,15.93,-0.16,4.82,9.61
88987,113,15.93,0.24,5.45,9.69
88991,113,15.93,-0.27,4.08,12
88995,120,15,-0.35,7.49,10.9
88999,120,15,-0.43,8.43,7.18
89003,120,15,-0.08,9.14,5.65
89007,120,15,1.22,7.41,7.53
89011,120,15,0.67,7.22,7.81
89015,120,15,0.2,5.96,10.51
89019,120,15,0.86,4.08,9.77
89022,120,15,1.69,4.67,10.24
89026,120,15,1.77,5.61,11.89
89030,120,15,2.71,5.26,11.02
89034,120,15,2.16,5.02,8.2
89038,120,15,2.86,5.06,12.08
89041,120,15,2.98,3.53,11.3
89046,120,15,2.71,5.26,7.69
89050,120,15,3.65,6.83,9.34
89054,120,15,2.63,5.73,8.98
89057,120,15,1.88,4.59,7.34
89061,120,15,2.2,2.82,10.83
89065,120,15,2.2,3.41,9.77
89069,120,15,2.16,2.79,8.75
89073,120,15,2,3.96,12.2
89076,120,15,1.33,4.63,11.41
89080,120,15,1.45,4.67,11.14
89084,120,15,0.71,4.35,9.53
89089,120,15,1.22,4.63,11.81
89093,120,15,0.98,2.71,9.41
89096,120,15,0.55,1.84,8.87
89100,105,17.14,0.71,4.67,9.3
89104,105,17.14,-0.55,5.18,9.49
89108,105,17.14,-1.41,6.28,6.86
89111,105,17.14,-0.43,3.92,7.14
89115,105,17.14,-0.9,4.08,8.75
89119,105,17.14,-1.1,4.86,6.79
89123,105,17.14,-1.57,4.39,9.1
89127,105,17.14,-1.33,4,9.22
89131,105,17.14,-0.63,3.57,10.2
89135,105,17.14,-0.98,3.8,9.96
89139,105,17.14,-0.39,4.43,8.63
89143,105,17.14,-0.51,3.22,7.06
89147,105,17.14,-0.71,4.08,7.02
89150,105,17.14,-0.35,2.86,7.41
89154,105,17.14,-0.51,1.26,11.34
89158,105,17.14,1.18,1.84,13.42
89162,105,17.14,0.9,4.35,12.04
89166,105,17.14,0.2,4.79,11.22
89169,105,17.14,-0.2,7.77,10.32
89174,105,17.14,0.24,8.08,9.96
89178,105,17.14,0.75,7.34,8.63
89182,105,17.14,0.47,6.67,9.85
89186,105,17.14,1.06,6.59,9.61
89189,105,17.14,0.94,3.8,10.83
89193,105,17.14,0.43,5.22,9.49
89197,105,17.14,0.94,7.69,8.63
89201,105,17.14,0.71,5.26,7.61
89204,105,17.14,0.75,5.18,7.1
89208,105,17.14,1.22,6.12,6.32
89212,105,17.14,0.63,7.41,8.08
89217,117,15.38,0,7.61,9.57
89221,117,15.38,0.98,6.12,11.22
89224,117,15.38,1.84,4.79,12.2
89228,117,15.38,2.75,5.33,11.85
89232,117,15.38,2.47,6.08,10.4
89236,117,15.38,2.28,5.41,9.26
89240,117,15.38,2.31,5.02,10.36
89243,117,15.38,3.22,4,9.1
89247,117,15.38,4.08,5.81,9.85
89251,117,15.38,4.2,2.98,11.41
89255,117,15.38,3.65,1.69,12.91
89260,117,15.38,2.39,6.51,9.92
89263,117,15.38,2.55,6.16,8.32
89267,117,15.38,3.26,5.57,7.57
89271,117,15.38,2.08,6.9,7.77
89275,117,15.38,1.92,5.96,5.61
89279,117,15.38,2.86,1.8,8.28
89282,117,15.38,1.37,2.47,6.59
89286,117,15.38,1.77,1.77,6.04
89290,117,15.38,1.02,4.35,5.69
89294,117,15.38,0.94,3.18,8.32
89297,117,15.38,0.39,0.27,8.79
89302,117,15.38,0.67,1.1,8.55
89306,117,15.38,1.49,1.14,9.53
89310,117,15.38,0.98,1.73,10.08
89314,117,15.38,0.67,4.28,10.75
89317,117,15.38,0.43,4.39,11.96
89321,117,15.38,1.53,1.65,12.28
89325,108,16.67,0.2,3.77,14
89329,108,16.67,0.2,3.57,14.55
89333,108,16.67,-0.08,4.71,12.43
89337,108,16.67,-0.08,4.71,12.12
89340,108,16.67,0,5.3,10.55
89345,108,16.67,-0.31,6.32,10.08
89349,108,16.67,-0.27,5.73,8.67
89353,108,16.67,-0.47,5.33,10.59
89357,108,16.67,-0.51,4.86,7.88
89360,108,16.67,-0.16,7.92,8.2
89364,108,16.67,-1.22,6.55,8.04
89368,108,16.67,-0.75,7.22,8.39
89372,108,16.67,0.43,5.88,8.2
89376,108,16.67,0.27,4.67,9.38
89379,108,16.67,1.1,4.59,8.43
89383,108,16.67,0.94,4.79,6.79
89388,108,16.67,1.53,7.77,5.69
89392,108,16.67,0.35,7.22,6.24
89395,108,16.67,1.33,6.75,5.84
89399,108,16.67,1.18,7.85,6.24
89403,108,16.67,1.41,7.53,6.86
89407,108,16.67,1.41,8.36,8.28
89410,108,16.67,1.53,5.73,11.49
89414,108,16.67,1.06,5.84,12.67
89418,108,16.67,1.33,4.55,10.36
89422,108,16.67,1.65,7.1,9.26
89426,108,16.67,2.35,6.2,10.12
89431,108,16.67,1.96,5.26,11.77
89434,108,16.67,1.33,4.98,9.06
89438,108,16.67,2.28,6.04,9.1
89442,108,16.67,1.96,8.24,8.39
89446,108,16.67,1.18,5.84,9.77
89450,125,14.4,1.26,4.55,9.06
89453,125,14.4,0.12,3.1,12.59
89457,125,14.4,0.94,4.79,10.28
89461,125,14.4,-0.59,5.02,9.73
89465,125,14.4,1.02,4.2,7.53
89468,125,14.4,0.55,2.9,9.45
89473,125,14.4,-0.08,4.63,7.92
89477,125,14.4,-0.12,6.16,10.47
89481,125,14.4,0.2,3.26,9.22
89485,125,14.4,0.59,3.8,10.4
89488,125,14.4,0.08,1.61,10.67
89492,125,14.4,0.51,5.18,11.3
89496,125,14.4,-0.35,1.1,11.14
89500,125,14.4,0.55,1.06,10.2
89504,125,14.4,-0.31,2.47,7.88
89507,125,14.4,-0.24,3.69,10.98
89511,125,14.4,-0.12,4.82,11.57
89516,125,14.4,-0.59,7.61,9.18
89520,125,14.4,-0.98,5.69,7.3
89524,125,14.4,-0.43,5.77,7.88
89527,125,14.4,-0.39,4.43,10.4
89531,125,14.4,-0.71,5.92,8.08
89535,125,14.4,0.75,4.98,5.57
89539,125,14.4,0.82,5.1,9.53
89543,125,14.4,-0.71,3.88,9.45
89546,125,14.4,0.43,6.32,8
89550,125,14.4,-1.14,6,6.71
89554,104,17.31,-0.31,7.88,6.9
89559,104,17.31,0.04,8.12,8.08
89562,104,17.31,-0.12,7.18,10.43
89566,104,17.31,-0.35,7.06,14.55
89570,104,17.31,0.27,5.41,15.06
89574,104,17.31,0.55,2.63,17.61
89578,104,17.31,1.53,3.33,12.43
89582,104,17.31,0,6.71,7.65
89585,104,17.31,0.67,8.32,4.82
89589,104,17.31,0.2,6.67,7.81
89593,104,17.31,-0.24,6.2,7.22
89597,104,17.31,0.16,7.73,4.43
89601,104,17.31,-0.82,4.86,7.14
89605,104,17.31,-0.12,2.75,7.61
89609,104,17.31,-1.14,3.57,7.02
89613,104,17.31,0.12,3.65,4.67
89617,104,17.31,0.08,4.67,7.92
89620,104,17.31,-0.78,3.73,6.75
89624,104,17.31,0.78,4.94,6.2
89628,104,17.31,0.12,5.37,7.34
89632,104,17.31,-0.27,5.14,9.38
89635,104,17.31,1.49,4.12,9.1
89639,104,17.31,1.1,4.16,7.73
89644,104,17.31,0.59,6.94,6.16
89648,104,17.31,-0.04,6.39,6.94
89652,104,17.31,-0.31,5.1,7.3
89655,104,17.31,-1.41,2.55,10.59
89659,104,17.31,0.47,3.57,10.12
89663,104,17.31,-0.9,2.24,11.38
89667,113,15.93,0.63,0.75,11.85
89671,113,15.93,-0.31,2,10.79
89675,113,15.93,0.63,1.84,11.34
89678,113,15.93,-0.04,5.26,11.3
89682,113,15.93,-1.06,7.45,9.14
89687,113,15.93,0.31,6.47,8.63
89691,113,15.93,0.39,3.3,8.12
89694,113,15.93,1.49,3.45,7.14
89698,113,15.93,1.02,4.71,4.59
89702,113,15.93,1.61,4.16,3.69
89706,113,15.93,1.33,3.41,6.04
89710,113,15.93,1.06,1.26,7.37
89713,113,15.93,1.77,0.04,10.63
89717,113,15.93,1.84,-0.43,11.22
89721,113,15.93,2.55,0.94,12.63
89725,113,15.93,0.82,5.18,13.34
89730,113,15.93,0.86,5.3,15.81
89733,113,15.93,2.08,4.43,14.59
89737,113,15.93,2.67,4.16,15.18
89741,113,15.93,3.06,4.28,14.71
89745,113,15.93,2.82,4.31,14.98
89749,113,15.93,1.73,3.26,11.92
89753,113,15.93,2.35,5.73,11.34
89756,113,15.93,1.73,4.08,7.92
89760,113,15.93,0.98,7.1,7.3
89764,113,15.93,1.88,8.04,4.35
89768,113,15.93,2.24,6.2,4.98
89773,113,15.93,2.47,3.69,7.73
89776,109,16.51,1.8,7.81,7.53
89780,109,16.51,0.82,7.81,10.36
89784,109,16.51,-0.12,5.96,10.24
89788,109,16.51,0.51,2.63,12.4
89792,109,16.51,1.29,5.06,10.67
89795,109,16.51,0.67,5.37,11.18
89799,109,16.51,1.65,6.98,10
89803,109,16.51,0.67,6.47,8.24
89807,109,16.51,-0.47,8,11.41
89811,109,16.51,-0.86,8.08,11.77
89815,109,16.51,-0.43,7.02,9.92
89819,109,16.51,-0.04,4.55,9.53
89823,109,16.51,-0.24,5.49,9.45
89827,109,16.51,0,4.71,8.79
89831,109,16.51,-0.27,4.94,11.1
89834,109,16.51,-0.04,2.71,7.92
89838,109,16.51,0.31,3.88,7.45
89842,109,16.51,1.06,4.55,6.43
89846,109,16.51,1.1,3.8,8.83
89849,109,16.51,0.94,6.9,6.98
89853,109,16.51,0.51,8.59,9.34
