Time,IRSensor,XAxis,YAxis,ZAxis,Velocity,acc_1D
6.955,3.391881898,-0.001012484,0.007139204,0.008897467,3.27124774,0.020356542
6.9555,3.381694869,-0.011177802,0.004578472,0.001190196,3.27124774,0.011161276
6.956,3.391881898,0.004133978,0.007111276,-0.001424554,3.27124774,0.018201023
6.9565,3.379148112,-0.000933464,0.002001283,0.003600387,3.27124774,0.024436524
6.957,3.391881898,-0.000904371,0.007079363,-0.001564826,3.27124774,0.020517438
6.9575,3.386788384,-0.008516651,0.009609178,0.008551062,3.27124774,0.024932316
6.958,3.386788384,-0.003389684,0.009590773,0.008476887,3.27124774,0.030092986
6.9585,3.384241627,-0.005904068,0.017213144,0.008401103,3.27124774,0.029230064
6.959,3.384241627,-0.003321927,0.001909238,0.003229553,3.27124774,0.014882108
6.9595,3.386788384,-0.003286023,0.009529648,0.015886361,3.27124774,0.024316105
6.96,3.384241627,-0.000701158,0.004412828,0.00561758,3.27124774,0.018072745
6.9605,3.386788384,-0.000662528,0.009484049,0.015724339,3.27124774,0.025270775
6.961,3.386788384,-0.008265251,-0.000729215,0.002905579,3.27124774,0.007541263
6.9615,3.384241627,0.004513949,0.014529119,0.015556684,3.27124774,0.039174051
6.962,3.386788384,-0.005633658,0.001766676,0.002735212,3.27124774,0.010165967
6.9625,3.386788384,0.004600655,0.011928612,0.010289424,3.27124774,0.031256766
6.963,3.386788384,-0.010639407,-0.000835721,0.007653885,3.27124774,0.007932509
6.9635,3.384241627,0.004692722,0.011871587,0.007564233,3.27124774,0.029492836
6.964,3.379148112,-0.010544689,0.004199902,0.007473392,3.27124774,0.007481206
6.9645,3.384241627,0.002242512,0.00926359,0.007381386,3.27124774,0.022667374
6.965,3.386788384,-0.005349551,0.004137313,0.007288271,3.27124774,0.016334666
6.9655,3.391881898,-0.005297596,0.001557374,0.007194075,3.27124774,0.009263728
6.966,3.376601355,-0.007791915,-0.006117993,0.007098831,3.27124774,0.000755228
6.9665,3.391881898,-0.010284946,-0.001057966,0.00700259,3.27124774,0.00352351
6.967,3.379148112,-0.010229139,0.001453904,0.006905387,3.27124774,0.007243562
6.9675,3.391881898,-0.012719616,0.001417633,-0.000834122,3.27124774,0.002859492
6.968,3.379148112,-0.012661281,-0.001166777,0.00925538,3.27124774,0.009186229
6.9685,3.391881898,-0.012601672,-0.001204809,-0.00612723,3.27124774,0.002544081
6.969,3.379148112,-0.012540845,-0.001243699,0.006507761,3.27124774,0.004614295
6.9695,3.391881898,-0.01247878,-0.001283459,-0.006329285,3.27124774,0.002412756
6.97,3.381694869,-0.012415488,-0.001324065,0.006304224,3.27124774,0.004059034
6.9705,3.386788384,-0.017446148,-0.003912792,-0.006534215,3.27124774,-0.013751067
6.971,3.386788384,-0.004642596,0.001139443,0.001003741,3.27124774,0.005650466
6.9715,3.386788384,-0.019861169,-0.011639999,-0.001647398,3.27124774,-0.020522739
6.972,3.384241627,-0.004507678,0.001052365,-0.004299065,3.27124774,-0.000885839
6.9725,3.384241627,-0.017176355,-0.01427597,-0.001857002,3.27124774,-0.022956474
6.973,3.391881898,-0.004368161,-0.006679745,0.00058464,3.27124774,-0.005051159
6.9735,3.379148112,-0.017034573,-0.006726119,-0.004615549,3.27124774,-0.020969957
6.974,3.391881898,-0.011866846,-0.006773259,-0.004721822,3.27124774,-0.009593373
6.9745,3.379148112,-0.016888334,-0.0068212,-0.002281311,3.27124774,-0.017243166
6.975,3.391881898,-0.009170853,-0.006869884,-0.004935311,3.27124774,-0.010245215
6.9755,3.379148112,-0.009095033,-0.006919342,0.00259894,3.27124774,-0.004910031
6.976,3.391881898,-0.009018161,-0.00696954,-0.010243985,3.27124774,-0.013068561
