Brick,,,,,
TIME,delta,Vel(km/h),Acc x (m/s^2),Acc y (m/s^2),Acc z (m/s^2)
1032586,111,16.22,2.51,4.55,13.22
1032590,111,16.22,2.35,6.63,7.14
1032594,111,16.22,0.51,7.06,6.24
1032598,111,16.22,-0.55,9.85,10.71
1032602,111,16.22,0.59,8.24,4.75
1032606,111,16.22,-0.16,9.02,5.45
1032610,111,16.22,3.02,9.96,9.3
1032613,111,16.22,0.04,9.89,10.55
1032617,111,16.22,-1.18,7.14,9.65
1032622,111,16.22,-0.86,7.69,0.94
1032626,111,16.22,-0.67,10.87,-4.28
1032630,111,16.22,1.57,6.47,-0.39
1032634,111,16.22,1.06,2.98,5.57
1032638,111,16.22,0.86,-0.98,9.89
1032642,111,16.22,2.51,-4.79,17.57
1032646,111,16.22,4.08,0.9,19.89
1032650,124,14.52,2.9,-0.59,17.93
1032653,124,14.52,2.31,-1.73,17.26
1032657,124,14.52,3.41,-0.35,13.45
1032662,124,14.52,2.43,2.79,10.08
1032666,124,14.52,3.53,4.51,10.79
1032670,124,14.52,1.73,6.75,9.96
1032674,124,14.52,2.24,7.06,9.14
1032678,124,14.52,2.24,1.49,11.96
1032682,124,14.52,2.28,2.43,8.08
1032686,124,14.52,1.33,6.59,13.73
1032690,124,14.52,0.67,9.14,13.26
1032694,124,14.52,0.39,5.18,11.1
1032697,124,14.52,0.75,9.38,13.81
1032701,124,14.52,0.63,8.59,6.98
1032706,124,14.52,1.1,9.22,6.35
1032710,124,14.52,0.04,10.24,7.41
1032714,124,14.52,0.94,7.41,8.08
1032718,124,14.52,0.94,6.28,8.87
1032722,124,14.52,2.35,5.61,11.1
1032726,124,14.52,1.41,3.84,17.97
1032730,124,14.52,0.94,3.57,14.32
1032734,124,14.52,1.73,1.1,11.73
1032737,124,14.52,0.82,2.31,11.92
1032741,124,14.52,0.94,5.73,3.41
1032745,124,14.52,-0.67,8.94,-2.28
1032750,124,14.52,-2.04,7.18,2.04
1032754,124,14.52,-1.77,5.33,7.41
1032758,124,14.52,-1.77,3.69,10.83
1032762,124,14.52,-1.02,3.45,10.83
1032766,116,15.52,-1.29,4.12,11.45
1032770,116,15.52,-1.88,5.1,8.32
1032774,116,15.52,-1.45,4.59,8.55
1032777,116,15.52,-0.08,2.24,10.63
1032781,116,15.52,1.18,5.69,7.77
1032785,116,15.52,1.02,8.43,11.22
1032790,116,15.52,1.57,11.57,8.47
1032794,116,15.52,0.59,9.3,8.43
1032798,116,15.52,0.39,10.08,8.12
1032802,116,15.52,0.12,10.28,8.24
1032806,116,15.52,1.37,7.69,8.47
1032810,116,15.52,0.67,5.18,7.92
1032814,116,15.52,1.61,2.59,10.98
1032817,116,15.52,1.45,3.77,6.24
1032821,116,15.52,1.18,2.55,6.79
1032825,116,15.52,0.63,3.77,6.86
1032829,116,15.52,1.88,2.2,9.73
1032834,116,15.52,1.88,1.33,11.65
1032838,116,15.52,2.12,0.86,11.34
1032842,116,15.52,1.41,4.51,9.14
1032846,116,15.52,1.69,1.69,12.4
1032850,116,15.52,0.47,0.86,12.36
1032853,116,15.52,0,1.1,12.2
1032857,116,15.52,-0.47,1.22,13.61
1032861,116,15.52,-0.43,2.04,11.22
1032865,116,15.52,-1.22,4.71,7.18
1032869,116,15.52,-2,3.84,8.24
1032873,116,15.52,-2.63,0.16,10.08
1032878,116,15.52,-2.08,4.63,11.57
1032882,116,15.52,-1.96,6.67,12.51
1032886,116,15.52,-0.98,7.57,11.73
1032890,116,15.52,-0.24,7.26,10.32
1032894,116,15.52,-0.94,8.08,7.18
1032897,131,13.74,-1.26,8.83,6.12
1032901,131,13.74,-1.29,9.38,5.84
1032905,131,13.74,-1.33,8.55,7.1
1032909,131,13.74,-1.26,6.59,8.39
1032913,131,13.74,0.2,3.92,8.59
1032918,131,13.74,-0.43,4.24,8.9
1032922,131,13.74,-0.39,0.27,11.77
1032926,131,13.74,-0.55,3.96,9.45
1032930,131,13.74,-0.16,6.04,8.51
1032933,131,13.74,0.51,7.06,9.18
1032937,131,13.74,0.43,5.41,8.98
1032941,131,13.74,1.02,10.9,3.65
1032945,131,13.74,0.82,9.06,5.06
1032949,131,13.74,1.33,7.14,7.34
1032953,131,13.74,1.22,3.88,9.69
1032957,131,13.74,1.65,2.71,12.4
1032962,131,13.74,1.41,2.2,13.57
1032966,131,13.74,1.33,2.35,8.28
1032969,131,13.74,2.39,5.26,7.88
1032973,131,13.74,2.04,3.84,9.69
1032977,131,13.74,2.9,4.2,11.45
1032981,131,13.74,3.53,4.28,15.46
1032985,131,13.74,3.69,4.24,15.42
1032989,131,13.74,3.73,4.04,15.14
1032993,131,13.74,2.82,2.82,14.28
1032997,131,13.74,2.79,6.35,10.51
1033001,131,13.74,2.28,6.43,7.41
1033005,131,13.74,1.96,5.02,8.51
1033009,112,16.07,2.24,3.57,10.12
1033013,112,16.07,2.79,1.96,13.18
1033017,112,16.07,3.49,4.39,14.91
1033021,112,16.07,2.67,5.65,13.38
1033025,112,16.07,2.63,8.36,12.63
1033029,112,16.07,2.24,7.45,14.2
1033033,112,16.07,1.84,6.79,8.55
1033037,112,16.07,1.84,11.61,7.18
1033041,112,16.07,2.79,7.45,6.04
1033046,112,16.07,2.98,5.45,5.77
1033049,112,16.07,2.47,3.3,5.84
1033053,112,16.07,4.71,2.43,9.34
1033057,112,16.07,1.53,5.26,6.43
1033061,112,16.07,2.08,7.02,2.43
1033065,112,16.07,1.92,3.1,6.12
1033069,112,16.07,2.71,5.26,7.02
1033073,112,16.07,2.28,5.96,6.75
1033076,112,16.07,2.9,5.3,8.39
1033080,112,16.07,2.28,6.86,7.65
1033084,112,16.07,1.96,9.41,7.02
1033089,112,16.07,2.04,6.47,7.3
1033093,112,16.07,1.69,6.43,8.9
1033097,112,16.07,1.96,4.51,10.4
1033101,112,16.07,2.12,3.96,10.63
1033105,112,16.07,2.94,4.82,8.9
1033108,112,16.07,2.12,8.04,7.37
1033112,112,16.07,2.2,3.06,10.71
1033116,112,16.07,1.69,4.71,11.14
1033120,112,16.07,1.1,3.92,10.67
1033124,112,16.07,1.29,3.92,13.65
1033128,119,15.13,0.75,4.86,9.96
1033133,119,15.13,1.45,10.2,4.39
1033137,119,15.13,0.86,6.04,5.3
1033141,119,15.13,0.9,4,8.12
1033144,119,15.13,0.75,2.43,9.18
1033148,119,15.13,0.27,2.75,10.75
1033152,119,15.13,0.59,3.14,9.61
1033156,119,15.13,1.1,4.35,6.55
1033160,119,15.13,0.71,3.22,7.88
1033164,119,15.13,0.71,4.75,8.87
1033168,119,15.13,0.94,5.73,13.3
1033172,119,15.13,0.39,6.71,13.26
1033177,119,15.13,0.35,4.55,11.3
1033180,119,15.13,0.2,8.12,8.28
1033184,119,15.13,0.67,6.04,7.37
1033188,119,15.13,-0.2,5.96,7.02
1033192,119,15.13,-0.51,6.51,7.73
1033196,119,15.13,-0.08,6.28,7.41
1033200,119,15.13,0.67,5.41,8.08
1033204,119,15.13,-0.04,4.04,6.51
1033207,119,15.13,0.08,4.04,10.36
1033211,119,15.13,0.27,5.73,12.16
1033216,119,15.13,0.47,7.45,11.77
1033220,119,15.13,0.47,5.57,14.36
1033224,119,15.13,0.16,6.83,12.55
1033228,119,15.13,0.35,9.1,11.92
1033232,119,15.13,0.04,6.94,12.12
1033236,119,15.13,0,5.57,13.57
1033240,112,16.07,0.63,4.51,14.47
1033244,112,16.07,0.08,3.3,14.24
1033248,112,16.07,1.26,4.71,9.34
1033251,112,16.07,0.59,8.28,-0.27
1033255,112,16.07,0.47,8.87,0.78
1033260,112,16.07,-0.39,4.79,10.47
1033264,112,16.07,0.04,3.1,17.93
1033268,112,16.07,1.22,3.84,22.4
1033272,112,16.07,1.26,4.39,18.79
1033276,112,16.07,0.71,5.96,12.12
1033280,112,16.07,0.2,4.08,11.41
1033284,112,16.07,-0.35,5.37,8.79
1033287,112,16.07,0.16,2.08,11.61
1033291,112,16.07,-0.31,2.82,10.87
1033295,112,16.07,0.24,0.86,11.53
1033299,112,16.07,0.75,2.98,12.91
1033304,112,16.07,-0.31,4.12,13.85
1033308,112,16.07,-0.27,3.77,11.26
1033312,112,16.07,0.39,5.3,9.3
1033316,112,16.07,1.29,6.16,8.83
1033320,112,16.07,2.31,6.71,4.04
1033324,112,16.07,1.18,9.02,5.88
1033327,112,16.07,-0.04,4.59,8.47
1033331,112,16.07,0.71,4.86,9.18
1033335,112,16.07,0.43,3.96,9.61
1033339,112,16.07,1.45,5.1,8.32
1033344,112,16.07,0.55,5.41,3.77
1033348,112,16.07,1.73,5.1,6.04
1033352,112,16.07,1.69,7.22,6.16
1033355,112,16.07,1.1,7.49,7.73
1033359,112,16.07,1.61,4.31,9.92
1033363,112,16.07,0.9,6.43,7.45
1033367,127,14.17,2.31,9.73,4.04
1033371,127,14.17,1.77,6.39,3.26
1033375,127,14.17,1.88,3.8,4.63
1033379,127,14.17,2.08,2.75,6.51
1033383,127,14.17,1.14,1.49,7.34
1033387,127,14.17,1.14,0.71,7.3
1033391,127,14.17,1.33,4.12,6.79
1033395,127,14.17,1.37,2.86,4.98
1033399,127,14.17,2,1.41,6.83
1033403,127,14.17,2.28,2.79,10.71
1033407,127,14.17,1.69,4.51,14.08
1033411,127,14.17,1.02,5.92,16.95
1033415,127,14.17,1.18,9.22,14.59
1033419,127,14.17,1.49,7.81,11.18
1033422,127,14.17,1.8,7.69,10.9
1033426,127,14.17,1.88,5.53,10.94
1033431,127,14.17,2.67,2.75,8.71
1033435,127,14.17,1.88,2.43,9.81
1033439,127,14.17,1.84,3.92,4.98
1033443,127,14.17,1.26,4.94,2.51
1033447,127,14.17,2.9,5.88,3.22
1033451,127,14.17,3.53,5.22,5.49
1033454,127,14.17,3.1,5.14,10.32
1033458,127,14.17,1.92,2.59,19.18
1033462,127,14.17,1.61,4.94,13.81
1033466,127,14.17,-0.12,5.81,11.06
1033470,127,14.17,0.39,6.08,10.63
1033475,108,16.67,0.94,4.2,9.02
1033479,108,16.67,1.26,3.02,9.77
1033483,108,16.67,0.94,3.37,10.55
1033487,108,16.67,0.04,5.45,9.14
1033491,108,16.67,0.82,1.37,12.79
1033494,108,16.67,1.29,3.22,11.92
1033498,108,16.67,1.73,6.08,9.65
1033502,108,16.67,2.47,8.32,12.28
1033506,108,16.67,2.24,5.1,13.34
1033510,108,16.67,2.94,2,6.63
1033515,108,16.67,2.55,5.49,5.92
1033519,108,16.67,2.43,5.45,8.04
1033523,108,16.67,2.47,4.2,12.32
1033527,108,16.67,2.63,3.22,12.2
1033531,108,16.67,2.75,0.51,15.22
1033534,108,16.67,1.61,-0.63,17.97
1033538,108,16.67,1.41,5.49,15.38
1033542,108,16.67,0.98,5.81,12.2
1033546,108,16.67,0.43,6.59,9.81
1033550,108,16.67,-0.39,5.22,13.18
1033554,108,16.67,-0.78,7.69,10
1033559,108,16.67,0.04,7.92,6.32
1033563,108,16.67,0.59,7.77,7.96
1033567,108,16.67,-0.39,8.47,8.9
1033570,108,16.67,0.2,5.41,8.59
1033574,108,16.67,-0.94,5.02,6.83
1033578,108,16.67,0.27,2.51,6.83
1033582,108,16.67,0.31,5.84,5.1
1033586,108,16.67,-0.51,3.37,5.88
1033590,108,16.67,-0.67,4,7.34
1033594,119,15.13,-0.51,1.88,8.32
1033598,119,15.13,-0.35,3.41,12.98
1033603,119,15.13,-0.82,4.04,13.22
1033606,119,15.13,-0.51,9.26,8.39
1033610,119,15.13,-0.59,9.65,6.98
1033614,119,15.13,0.08,7.85,8.75
1033618,119,15.13,-1.41,7.14,8.04
1033622,119,15.13,-0.27,6.04,9.22
1033626,119,15.13,-1.26,4.12,11.85
1033630,119,15.13,-0.67,3.73,8.67
1033634,119,15.13,-0.08,4.63,10.59
1033638,119,15.13,-0.35,3.92,10.24
1033641,119,15.13,0.98,6.9,7.34
1033646,119,15.13,1.37,8.39,10.4
1033650,119,15.13,0.43,10.2,8.39
1033654,119,15.13,0.71,14.2,7.41
1033658,119,15.13,0.31,9.3,6.79
1033662,119,15.13,0.27,8.28,6.55
1033666,119,15.13,-0.39,7.65,7.06
1033670,119,15.13,0.75,4,8.43
1033674,119,15.13,0,2.47,7.96
1033677,119,15.13,1.92,2.2,7.34
1033681,119,15.13,0.47,-1.41,8.47
1033686,119,15.13,-0.39,0.71,6.39
1033690,119,15.13,0.39,3.88,4.31
1033694,119,15.13,0.31,4.24,5.33
1033698,119,15.13,0.59,6.51,4.12
1033702,119,15.13,-0.24,10.75,5.3
1033706,112,16.07,-0.75,8.83,3.14
1033709,112,16.07,-0.51,4.39,8.63
1033713,112,16.07,-0.35,2.16,14.04
1033717,112,16.07,1.22,0.27,17.3
1033721,112,16.07,1.65,1.49,17.61
1033725,112,16.07,2.24,1.06,20.87
1033730,112,16.07,2.51,6.16,17.81
1033734,112,16.07,-0.31,7.41,15.57
1033738,112,16.07,-0.59,7.88,16.95
1033742,112,16.07,-0.35,9.02,15.1
1033746,112,16.07,-0.12,7.96,7.61
1033750,112,16.07,1.06,6.79,8
1033753,112,16.07,1.22,6.12,5.96
1033757,112,16.07,0.47,6.08,6.08
1033761,112,16.07,1.8,5.92,7.37
1033765,112,16.07,2.08,5.81,7.22
1033769,112,16.07,1.8,5.26,1.26
1033774,112,16.07,1.49,8.51,2.79
1033778,112,16.07,0.94,7.61,9.73
1033781,112,16.07,-0.2,7.22,8.59
1033785,112,16.07,-0.2,2.2,10.36
1033789,112,16.07,-0.35,4.59,14.47
1033793,112,16.07,0.43,9.92,9.41
1033797,112,16.07,-1.65,4.98,10.12
1033801,112,16.07,-0.04,3.26,11.06
1033805,112,16.07,0.59,2,9.34
1033809,112,16.07,0.71,2.86,11.14
1033814,112,16.07,0.98,2.71,7.3
1033817,112,16.07,0.39,3.06,10.16
1033821,112,16.07,0.59,5.33,10.98
1033825,112,16.07,1.06,5.88,10.98
1033829,123,14.63,0.04,6.86,14.32
1033833,123,14.63,1.26,6.67,11.49
1033837,123,14.63,0.2,7.49,7.85
1033841,123,14.63,0.63,5.26,6.24
1033845,123,14.63,-0.04,6.28,8.43
1033849,123,14.63,0.67,5.02,6.32
1033852,123,14.63,0.9,3.22,9.73
1033857,123,14.63,1.22,2.43,8.24
1033861,123,14.63,1.33,3.65,8.51
1033865,123,14.63,1.37,3.73,2.9
1033869,123,14.63,1.1,5.96,8.24
1033873,123,14.63,2.39,4.51,10
1033877,123,14.63,1.33,5.45,15.73
1033881,123,14.63,1.84,4.24,19.61
1033885,123,14.63,2.75,11.92,16.32
1033888,123,14.63,2.31,7.77,10.12
1033892,123,14.63,1.88,6.86,10.08
1033896,123,14.63,2.35,5.53,9.38
1033901,123,14.63,3.69,5.14,7.53
1033905,123,14.63,2.9,4.16,8.51
1033909,123,14.63,2.12,3.22,15.49
1033913,123,14.63,1.88,0.12,11.45
1033917,123,14.63,2.98,4.16,9.3
1033921,123,14.63,3.1,7.37,7.3
1033925,123,14.63,2.24,5.77,9.85
1033928,123,14.63,1.41,5.33,7.1
1033932,123,14.63,1.61,8.83,6.24
1033936,107,16.82,1.41,4.28,7.14
1033940,107,16.82,1.77,6.63,8
1033945,107,16.82,2.2,5.73,8.71
1033949,107,16.82,1.41,6.04,6.86
1033953,107,16.82,1.69,6.47,6.16
1033956,107,16.82,1.69,10,0.31
1033960,107,16.82,1.73,10.04,3.61
1033964,107,16.82,2.04,6.83,10.55
1033968,107,16.82,2,4.63,13.65
1033972,107,16.82,2,2.2,16.67
1033976,107,16.82,3.06,4.9,11.57
1033980,107,16.82,3.14,9.18,9.61
1033985,107,16.82,3.18,3.61,13.38
1033989,107,16.82,2.94,-1.57,14.28
1033993,107,16.82,2.98,-1.65,14.98
1033997,107,16.82,2.47,0.04,13.81
1034001,107,16.82,1.53,1.69,14.24
1034004,107,16.82,1.26,2.98,14.91
1034008,107,16.82,1.02,1.92,14.08
1034012,107,16.82,0.55,4.59,13.57
1034016,107,16.82,0.67,5.77,13.89
1034020,107,16.82,-0.16,8,9.85
1034024,107,16.82,-0.27,10.98,6.94
1034029,107,16.82,0.71,8.36,9.49
1034033,107,16.82,0.51,6.24,7.73
1034037,107,16.82,1.1,3.65,6.16
1034040,107,16.82,0.27,2.94,4.43
1034044,107,16.82,0.67,0.71,1.88
1034048,107,16.82,0.51,-0.51,8.47
1034052,116,15.52,1.84,0.27,10.55
1034056,116,15.52,3.77,1.61,8.67
1034060,116,15.52,3.69,4.28,16.04
1034064,116,15.52,3.33,4.82,9.57
1034068,116,15.52,3.45,10.28,8.67
1034073,116,15.52,1.92,8.51,5.96
1034076,116,15.52,1.8,8.16,9.69
1034080,116,15.52,1.96,5.22,11.49
1034084,116,15.52,2.98,2.63,12.79
1034088,116,15.52,2.86,3.92,8.75
1034092,116,15.52,2.2,4.08,8.2
1034096,116,15.52,0.31,2.39,11.06
1034100,116,15.52,1.02,3.92,9.06
1034104,116,15.52,2,9.89,6.75
1034108,116,15.52,2.47,9.77,10.79
1034112,116,15.52,2.98,11.92,8.24
1034116,116,15.52,3.41,13.61,4.9
1034120,116,15.52,2.51,6.35,5.73
1034124,116,15.52,1.77,4.86,8.28
1034128,116,15.52,1.77,3.14,6.9
1034132,116,15.52,1.88,1.02,8.75
1034136,116,15.52,2.55,-1.33,9.1
1034140,116,15.52,3.22,0.67,6.32
1034144,116,15.52,2.24,2.9,3.69
1034147,116,15.52,1.53,4.82,6.75
1034151,116,15.52,1.61,4.24,9.73
1034156,116,15.52,2.16,4.67,14.47
1034160,108,16.67,2.16,4.63,16.51
1034164,108,16.67,2,6.79,12.04
1034168,108,16.67,1.8,7.92,10.32
1034172,108,16.67,1.26,5.1,10.47
1034176,108,16.67,1.73,3.49,11.34
1034180,108,16.67,1.37,0.82,10.59
1034184,108,16.67,0.9,1.65,9.96
1034187,108,16.67,1.96,-0.67,12.47
1034191,108,16.67,1.53,3.92,12.08
1034195,108,16.67,2.47,7.77,12.36
1034200,108,16.67,2.2,8.47,14.36
1034204,108,16.67,1.14,9.49,12.75
1034208,108,16.67,1.06,9.92,9.26
1034212,108,16.67,0.43,5.18,8.94
1034216,108,16.67,1.22,5.53,7.1
1034220,108,16.67,0.27,5.18,8.04
1034224,108,16.67,0.39,4.59,8.16
1034227,108,16.67,0.71,3.8,8.39
1034231,108,16.67,0.59,2.51,4.2
1034235,108,16.67,1.61,8.75,6.55
1034240,108,16.67,1.69,8.04,7.73
1034244,108,16.67,1.06,6.55,10.43
1034248,108,16.67,2.35,3.73,13.18
1034252,108,16.67,2.28,5.81,11.18
1034256,108,16.67,1.73,9.89,3.26
1034259,108,16.67,-0.08,5.53,5.41
1034263,108,16.67,0.78,2.94,8.55
1034267,108,16.67,2.9,-0.43,9.81
1034271,108,16.67,3.02,-0.51,12.04
1034275,108,16.67,1.96,1.33,8.94
1034279,108,16.67,1.84,1.1,8.98
1034284,108,16.67,0.78,3.02,10
1034288,128,14.06,1.92,4.28,9.73
1034292,128,14.06,1.61,6.55,11.96
1034295,128,14.06,2.04,5.33,13.89
1034299,128,14.06,2.24,6.51,8.79
1034303,128,14.06,0.67,12.2,8.08
1034307,128,14.06,0.31,5.06,8.55
1034311,128,14.06,0.27,5.57,7.92
1034315,128,14.06,0.31,5.3,7.65
1034319,128,14.06,1.18,6.16,6.71
1034323,128,14.06,0.86,7.57,6.16
1034327,128,14.06,1.33,3.37,6
1034331,128,14.06,0.63,4.82,7.77
1034335,128,14.06,0.55,5.33,9.49
1034339,128,14.06,0.24,5.14,11.18
1034343,128,14.06,0.86,5.88,11.85
1034347,128,14.06,1.29,11.69,7.81
1034351,128,14.06,1.29,5.88,12
1034355,128,14.06,2.08,4.79,11.53
1034359,128,14.06,1.61,4.75,10.63
1034362,128,14.06,1.88,3.69,11.89
1034366,128,14.06,0.78,4.9,10.32
1034371,128,14.06,1.14,7.96,8.32
1034375,128,14.06,1.22,4.43,10.28
1034379,128,14.06,1.57,7.3,9.14
1034383,128,14.06,1.33,9.22,8.55
1034387,128,14.06,1.37,8.36,10.9
1034391,103,17.48,1.49,8.2,9.02
1034395,103,17.48,-0.27,10.67,5.14
1034399,103,17.48,-0.04,4.35,4.12
1034402,103,17.48,0.86,6.04,7.1
1034406,103,17.48,1.18,3.69,7.57
1034411,103,17.48,0.75,3.92,8.16
1034415,103,17.48,0.12,2.86,6.83
1034419,103,17.48,0.75,7.02,5.02
1034423,103,17.48,-0.04,6.08,7.45
1034427,103,17.48,0.43,2.82,10.47
1034430,103,17.48,0.35,2.39,13.77
1034434,103,17.48,1.22,2.47,15.57
1034438,103,17.48,1.61,7.96,16
1034442,103,17.48,0.51,2.79,15.34
1034446,103,17.48,0.35,3.22,15.1
1034450,103,17.48,0,1.1,14.75
1034455,103,17.48,0.55,1.57,14.36
1034459,103,17.48,0.75,3.69,7.45
1034463,103,17.48,0.27,3.73,10.16
1034467,103,17.48,0.63,7.45,8.63
1034470,103,17.48,0.78,6.43,7.22
1034474,103,17.48,0.9,7.92,8.67
1034478,103,17.48,1.73,4.63,9.77
1034482,103,17.48,0.82,4.98,6.35
1034486,103,17.48,1.1,3.02,5.53
1034490,103,17.48,0.47,2.47,6.35
1034494,103,17.48,1.41,4.35,4.59
1034499,103,17.48,1.84,3.77,7.02
1034502,103,17.48,1.84,2.08,8.08
1034506,115,15.65,2.28,-0.59,8.32
1034510,115,15.65,2.2,2.94,5.81
1034514,115,15.65,2.35,4.75,7.02
1034518,115,15.65,3.33,6.94,8.75
1034522,115,15.65,2.47,6.32,10.71
1034526,115,15.65,2.75,3.49,15.34
1034530,115,15.65,3.26,5.92,11.65
1034534,115,15.65,2.51,3.33,13.89
1034537,115,15.65,2.39,3.22,13.3
1034542,115,15.65,1.8,4.79,10.4
1034546,115,15.65,1.02,5.37,11.38
1034550,115,15.65,1.26,6,10.16
1034554,115,15.65,1.77,5.49,14.36
1034558,115,15.65,2,5.61,12.28
1034562,115,15.65,1.69,7.65,10.75
1034566,115,15.65,1.73,8.28,11.06
1034570,115,15.65,1.26,10.2,6.9
1034574,115,15.65,0.16,12.94,1.41
1034578,115,15.65,1.41,10.24,1.69
1034583,115,15.65,1.41,9.41,4.12
1034586,115,15.65,1.65,5.06,8.08
1034590,115,15.65,1.02,1.26,8.47
1034594,115,15.65,-0.12,-0.16,9.14
1034598,115,15.65,-1.1,3.77,11.77
1034602,115,15.65,-1.65,4.79,2.39
1034606,115,15.65,-0.43,4.35,4.63
1034610,115,15.65,-1.33,1.65,9.77
1034614,108,16.67,-0.35,1.02,15.97
1034618,108,16.67,-0.63,2.59,20.12
1034621,108,16.67,-0.16,4.55,17.42
1034626,108,16.67,0.24,4.71,17.1
1034630,108,16.67,-1.77,6.43,14.98
1034634,108,16.67,0.39,5.26,14.71
1034638,108,16.67,1.45,4.86,11.38
1034642,108,16.67,0.9,6.16,14.79
1034646,108,16.67,0.71,1.69,11.89
1034650,108,16.67,0.67,4.2,11.45
1034654,108,16.67,0.71,6.75,10.9
1034658,108,16.67,0.35,5.45,15.93
1034662,108,16.67,2.39,8.28,9.53
1034665,108,16.67,2.35,10.59,0.75
1034670,108,16.67,2.35,10.43,3.92
1034674,108,16.67,2.04,7.92,4.43
1034678,108,16.67,1.29,5.57,6.43
1034682,108,16.67,1.49,3.84,6.79
1034686,108,16.67,-0.31,2.79,10.08
1034690,108,16.67,0.75,5.49,8.24
1034694,108,16.67,-0.12,2.98,10.32
1034698,108,16.67,1.1,3.49,11.65
1034702,108,16.67,-0.27,0.12,13.45
1034705,108,16.67,-0.31,2.47,13.45
1034710,108,16.67,-0.71,9.65,8.12
1034714,108,16.67,-0.63,6.75,8.12
1034718,108,16.67,-0.08,4.51,9.92
1034722,108,16.67,-0.2,3.92,9.96
1034726,108,16.67,1.18,1.49,11.85
1034730,108,16.67,0.16,3.84,9.92
1034734,120,15,-0.35,3.49,10.4
1034738,120,15,0.47,2.98,12.43
1034741,120,15,0.35,5.61,7.1
1034745,120,15,0.43,8.47,11.3
1034749,120,15,1.14,9.3,3.49
1034754,120,15,1.14,10.87,-0.47
1034758,120,15,1.14,9.02,1.41
1034762,120,15,1.29,7.3,2.75
1034766,120,15,0.98,6.71,6.39
1034770,120,15,1.37,3.18,9.1
1034773,120,15,1.18,2.43,9.89
1034777,120,15,1.02,7.37,8.43
1034781,120,15,0.94,5.22,7.14
1034785,120,15,-0.86,6.28,7.65
1034789,120,15,-1.26,4.71,11.1
1034793,120,15,-1.84,4.28,12.87
1034798,120,15,-1.61,9.26,11.45
1034802,120,15,-1.61,5.61,7.34
1034805,120,15,-1.49,2.94,8.63
1034809,120,15,-0.55,0.71,9.45
1034813,120,15,0.12,0.78,11.85
1034817,120,15,1.1,0.31,11.73
1034821,120,15,0.04,3.33,6.32
1034825,120,15,0.35,2.16,10.79
1034829,120,15,-0.12,4.67,9.61
1034833,99,18.18,0.55,8.28,9.89
1034836,99,18.18,1.77,7.22,17.18
1034841,99,18.18,1.1,11.92,12
1034845,99,18.18,0.35,11.81,5.33
1034849,99,18.18,-0.43,11.38,3.37
1034853,99,18.18,1.29,10,5.02
1034857,99,18.18,0.39,8.36,1.1
1034861,99,18.18,2.67,4.16,6.79
1034865,99,18.18,3.14,-0.12,10.28
1034868,99,18.18,3.18,2.9,10.16
1034872,99,18.18,0.82,2.28,11.69
1034876,99,18.18,0.67,3.3,8.98
1034881,99,18.18,1.1,3.88,13.61
1034885,99,18.18,0.04,8.63,11.65
1034889,99,18.18,1.61,7.49,17.26
1034893,99,18.18,1.69,2.75,16.28
1034896,99,18.18,3.69,3.65,17.22
1034900,99,18.18,1.61,4.75,14.55
1034904,99,18.18,1.61,7.26,12.4
1034908,99,18.18,2.16,10.04,9.14
1034912,99,18.18,1.18,3.3,6.9
1034916,99,18.18,2.08,5.73,4.86
1034920,99,18.18,2.35,8.94,5.26
1034924,99,18.18,1.29,8.2,10.16
1034928,99,18.18,2.47,8.36,8.51
1034932,99,18.18,1.92,6.12,7.81
1034936,99,18.18,2.31,7.14,8.08
1034940,99,18.18,1.92,7.57,6.75
1034944,111,16.22,1.8,6.67,6.59
1034948,111,16.22,1.8,4.82,7.49
1034951,111,16.22,2.2,3.57,7.53
1034955,111,16.22,1.45,6.94,0.39
1034959,111,16.22,1.49,6.39,1.41
1034963,111,16.22,1.65,2.94,1.88
1034968,111,16.22,1.37,-0.16,10.98
1034972,111,16.22,1.57,-0.12,13.26
1034976,111,16.22,0.78,4.67,14.16
1034980,111,16.22,1.33,3.69,15.57
1034984,111,16.22,-0.51,1.53,15.1
1034987,111,16.22,0.12,1.1,13.26
1034991,111,16.22,0.35,2.59,13.38
1034995,111,16.22,-0.27,5.92,10.83
1034999,111,16.22,0.9,8.47,7.22
1035003,111,16.22,0.9,5.26,6.43
1035008,111,16.22,0.24,5.81,7.53
1035012,111,16.22,-0.35,8.04,10.75
1035016,111,16.22,0.35,6.63,12.16
1035020,111,16.22,1.84,9.45,8.79
1035023,111,16.22,1.26,5.69,8.71
1035027,111,16.22,1.77,4.63,7.18
1035031,111,16.22,2.24,4.63,6.16
1035035,111,16.22,2.67,4.71,7.26
1035039,111,16.22,2.79,4.98,7.53
1035043,111,16.22,3.73,6.08,4.24
1035047,111,16.22,3.18,6.2,6.04
1035052,108,16.67,1.29,4.75,6.9
1035056,108,16.67,2.16,8.63,7.85
1035059,108,16.67,2,4.04,14.87
1035063,108,16.67,1.57,5.57,12.08
1035067,108,16.67,1.22,2.75,11.65
1035071,108,16.67,1.45,2.86,10.12
1035075,108,16.67,3.26,4,10.36
1035079,108,16.67,1.77,-1.53,10.55
1035083,108,16.67,2.63,3.3,8.59
1035087,108,16.67,2.43,2.75,12.87
1035091,108,16.67,1.22,5.65,12.36
1035096,108,16.67,2.67,6.83,13.45
1035100,108,16.67,2.08,6.24,16.24
