Brick,,,,,
TIME,delta,Vel(km/h),Acc x (m/s^2),Acc y (m/s^2),Acc z (m/s^2)
307589,102,17.65,0.35,3.45,9.53
307593,102,17.65,0.98,6.28,9.22
307597,102,17.65,0.16,5.65,13.18
307600,102,17.65,0.78,5.88,11.73
307604,102,17.65,-0.39,6.39,9.53
307608,102,17.65,0.27,4.94,6.12
307612,102,17.65,-0.08,5.53,7.1
307616,102,17.65,-0.35,8.04,5.37
307620,102,17.65,-0.35,7.22,6.08
307623,102,17.65,-0.35,4.94,5.73
307628,102,17.65,-0.35,8.47,8
307632,102,17.65,-0.86,3.77,10.08
307636,102,17.65,-0.51,3.3,10.04
307640,102,17.65,-0.78,2.94,10.83
307644,123,14.63,-1.37,5.02,11.3
307648,123,14.63,-1.92,7.92,9.41
307651,123,14.63,-1.61,5.3,11.3
307655,123,14.63,-0.27,3.06,12.94
307659,123,14.63,0.67,3.37,12.2
307663,123,14.63,0.75,3.8,12.16
307667,123,14.63,1.92,3.8,11.38
307672,123,14.63,0.16,5.14,5.18
307676,123,14.63,0,7.69,5.1
307679,123,14.63,0.12,5.06,7.18
307683,123,14.63,0.47,2.28,7.14
307687,123,14.63,1.29,4.31,12.63
307691,123,14.63,0.98,6.47,9.85
307695,123,14.63,0.63,7.77,8.04
307698,123,14.63,0.04,10.47,4.35
307702,123,14.63,0.16,8.39,4.24
307706,123,14.63,-0.63,10.83,4.79
307710,123,14.63,0.31,8.9,5.18
307715,123,14.63,1.33,9.1,7.61
307719,123,14.63,1.92,11.41,7.06
307723,123,14.63,1.22,7.06,8.98
307726,123,14.63,0.63,7.1,9.57
307730,123,14.63,0.08,4.75,11.85
307734,123,14.63,0.71,5.92,9.26
307738,123,14.63,0.67,9.49,10.63
307742,123,14.63,1.53,10.94,3.06
307746,102,17.65,1.53,9.3,5.33
307749,102,17.65,1.18,6.79,11.02
307753,102,17.65,0.78,3.69,6.86
307758,102,17.65,1.65,1.77,10.59
307762,102,17.65,1.29,-0.94,16.04
307766,102,17.65,-0.39,1.45,14
307770,102,17.65,-0.04,5.45,11.3
307774,102,17.65,-1.22,5.81,13.22
307778,102,17.65,-0.08,8.08,6.98
307781,102,17.65,-1.29,10.4,5.61
307785,102,17.65,-0.59,3.37,5.61
307789,102,17.65,-0.78,3.33,8.43
307793,102,17.65,-0.2,-0.71,9.45
307798,102,17.65,0.63,-0.2,12.2
307802,102,17.65,0.86,2.31,13.3
307805,102,17.65,1.69,4.71,8.75
307809,102,17.65,1.29,4.43,8
307813,102,17.65,1.06,6.2,12
307817,102,17.65,0.31,5.14,11.02
307821,102,17.65,1.1,4.9,14.47
307825,102,17.65,0.51,4.71,8.94
307829,102,17.65,0.47,9.61,8.87
307832,102,17.65,1.49,6.12,8.39
307836,102,17.65,1.33,5.26,7.57
307841,102,17.65,1.33,1.84,11.3
307845,102,17.65,0.98,0.2,12.04
307849,102,17.65,-0.2,-0.75,10.94
307853,107,16.82,-0.24,0.86,9.1
307857,107,16.82,-0.04,4.24,6.86
307860,107,16.82,0.55,7.22,5.18
307864,107,16.82,1.8,6.71,7.53
307868,107,16.82,1.1,5.33,10.63
307872,107,16.82,1.26,8.98,11.61
307876,107,16.82,1.33,8.32,12.12
307880,107,16.82,1.26,7.73,10.9
307884,107,16.82,0.67,6.79,9.49
307888,107,16.82,0.98,5.33,7.92
307892,107,16.82,0.86,8.28,4.98
307896,107,16.82,0.47,3.84,8.55
307900,107,16.82,0.59,4.2,9.18
307904,107,16.82,1.02,3.33,8.9
307907,107,16.82,0.08,7.14,12.51
307911,107,16.82,0.63,3.92,13.53
307915,107,16.82,2.24,3.8,14.63
307919,107,16.82,2.59,7.45,12.79
307923,107,16.82,2.55,8.87,8.51
307928,107,16.82,2.28,5.81,11.65
307932,107,16.82,2.63,3.1,9.38
307935,107,16.82,2.55,6.16,4.2
307939,107,16.82,3.49,1.88,4.28
307943,107,16.82,4.16,4.28,4.86
307947,107,16.82,2.79,4.98,7.61
307951,107,16.82,3.02,3.14,11.57
307955,107,16.82,3.22,4.12,12.59
307958,105,17.14,2.55,8.63,8.24
307962,105,17.14,1.53,4.51,10.75
307966,105,17.14,1.18,4.79,9.45
307971,105,17.14,1.29,5.92,8.87
307975,105,17.14,-0.31,8.59,10.51
307979,105,17.14,-0.04,5.96,7.02
307982,105,17.14,0.47,8.51,7.34
307986,105,17.14,0.35,7.26,8.63
307990,105,17.14,0.82,5.73,8.63
307994,105,17.14,-0.35,2.63,13.26
307998,105,17.14,0.47,5.41,13.1
308002,105,17.14,0.12,4.28,11.02
308006,105,17.14,0.12,5.33,10.28
308009,105,17.14,-0.67,4.28,7.96
308014,105,17.14,0.47,6.43,6.98
308018,105,17.14,0.39,7.1,6.43
308022,105,17.14,0,6.16,12.4
308026,105,17.14,-1.45,3.3,14.55
308030,105,17.14,-1.18,5.41,12.98
308033,105,17.14,0.12,6.32,9.85
308037,105,17.14,-0.55,6.47,12.71
308041,105,17.14,0.43,6.24,6.47
308045,105,17.14,-1.22,7.92,0.12
308049,105,17.14,-1.45,7.88,2.35
308054,105,17.14,-0.47,5.84,3.53
308057,105,17.14,0.2,3.61,7.06
308061,105,17.14,1.14,0.75,12.24
308065,105,17.14,0.08,3.14,11.3
308069,105,17.14,-0.31,-0.9,10.79
308073,105,17.14,-1.53,1.69,9.73
308077,119,15.13,-2.24,4.55,8.12
308081,119,15.13,-1.53,5.92,10.04
308085,119,15.13,0.43,6,10.16
308088,119,15.13,0.86,8.2,9.65
308092,119,15.13,0.51,5.02,10.55
308097,119,15.13,-0.43,4.55,10.36
308101,119,15.13,0,3.77,10.71
308105,119,15.13,0.43,3.84,9.92
308109,119,15.13,0.12,4,8.83
308112,119,15.13,-0.27,1.96,11.14
308116,119,15.13,0.39,2.75,12.08
308120,119,15.13,0.27,5.06,11.61
308124,119,15.13,0.04,5.96,15.42
308128,119,15.13,0.98,8.04,11.57
308132,119,15.13,0.94,9.73,14.71
308136,119,15.13,1.41,11.06,10.94
308141,119,15.13,0.86,10.4,9.49
308144,119,15.13,1.06,4.47,12.47
308148,119,15.13,1.14,3.18,9.38
308152,119,15.13,2.75,7.81,3.26
308156,119,15.13,2.43,1.45,-5.81
308160,119,15.13,3.22,5.77,-9.1
308164,119,15.13,4.59,3.8,-8.39
308168,119,15.13,2.86,1.92,-3.96
308171,119,15.13,-0.78,-1.22,5.57
308175,98,18.37,1.02,1.88,17.77
308179,98,18.37,1.37,-2.98,32.91
308184,98,18.37,0.98,0.51,27.69
308188,98,18.37,3.92,6.79,22.79
308191,98,18.37,3.41,11.65,14.32
308195,98,18.37,3.14,11.53,5.65
308199,98,18.37,1.73,8.08,9.61
308203,98,18.37,2.12,4.35,13.06
308207,98,18.37,0.27,2.98,13.42
308211,98,18.37,2.43,2.04,13.34
308214,98,18.37,0.71,1.96,10.75
308218,98,18.37,1.22,7.26,3.02
308222,98,18.37,2.35,9.65,2.08
308227,98,18.37,2.94,10.51,4.24
308231,98,18.37,2.08,8.75,10.83
308235,98,18.37,1.53,6.59,12
308238,98,18.37,1.77,5.45,10.32
308242,98,18.37,1.88,10.71,8.71
308246,98,18.37,2.08,4.39,9.41
308250,98,18.37,3.53,10.08,11.02
308254,98,18.37,2.86,7.3,9.61
308257,98,18.37,1.29,5.57,8.28
308261,98,18.37,3.53,10.43,3.96
308265,98,18.37,2.71,4,8.04
308270,98,18.37,3.18,4.47,7.88
308274,98,18.37,2.47,3.1,9.41
308277,98,18.37,1.02,1.37,11.89
308281,98,18.37,1.33,2,9.77
308285,110,16.36,1.61,3.06,9.38
308289,110,16.36,1.96,-2.24,12.43
308293,110,16.36,1.96,3.22,7.85
308296,110,16.36,2.94,8.87,7.45
308300,110,16.36,3.57,9.61,9.26
308304,110,16.36,2.75,6.12,9.89
308308,110,16.36,2.67,5.96,9.92
308313,110,16.36,2.24,6.35,11.26
308317,110,16.36,2.16,6.55,10.47
308321,110,16.36,2.51,5.02,10
308324,110,16.36,1.26,1.96,10.12
308328,110,16.36,0.71,5.45,4.55
308332,110,16.36,0.98,6.2,4.9
308336,110,16.36,0.9,7.1,5.45
308340,110,16.36,1.96,3.22,6.75
308344,110,16.36,2.31,3.1,12.67
308347,110,16.36,1.37,6.98,15.61
308352,110,16.36,2.59,7.18,11.02
308356,110,16.36,3.53,7.37,10.4
308360,110,16.36,4.35,5.22,10.4
308364,110,16.36,2,5.41,9.18
308368,110,16.36,2.16,4.98,9.45
308372,110,16.36,2.04,2.55,16.55
308375,110,16.36,3.22,0.47,16.36
308379,110,16.36,3.14,3.61,14.04
308383,98,18.37,2.47,6.04,13.69
308387,98,18.37,1.61,9.41,8.16
308391,98,18.37,1.65,9.53,3.92
308396,98,18.37,2.35,11.69,2.31
308399,98,18.37,2.86,13.85,2.59
308403,98,18.37,2.16,8.32,8.67
308407,98,18.37,2.79,4.86,11.45
308411,98,18.37,2.98,4.71,9.77
308415,98,18.37,1.73,3.41,5.81
308418,98,18.37,1.84,5.33,4.67
308422,98,18.37,0.59,2.98,8.75
308426,98,18.37,1.88,5.73,7.22
308430,98,18.37,1.88,4.55,10.4
308434,98,18.37,1.18,8.08,7.37
308438,98,18.37,0.98,4.75,12
308442,98,18.37,1.92,6.04,11.22
308446,98,18.37,1.33,4.98,12.83
308450,98,18.37,1.26,3.57,13.26
308454,98,18.37,0.9,4.31,8.94
308457,98,18.37,-0.35,3.14,12.04
308461,98,18.37,1.06,3.88,11.57
308465,98,18.37,-1.22,2.43,11.06
308469,98,18.37,-0.63,-0.24,11.73
308473,98,18.37,0.16,2.98,13.57
308477,98,18.37,0.9,4.94,11.41
308481,98,18.37,1.37,6.08,7.41
308485,98,18.37,0.2,7.73,8.47
308489,98,18.37,-0.67,6.24,11.65
308493,98,18.37,-0.47,4.98,10.51
308497,98,18.37,-0.71,8.04,10.67
308500,117,15.38,-0.67,4.12,10.67
308504,117,15.38,0.04,4.31,8.51
308508,117,15.38,-1.02,3.84,7.02
308512,117,15.38,-0.55,4.35,8.83
308516,117,15.38,0.43,8,4.59
308520,117,15.38,0.9,6.71,7.41
308524,117,15.38,0.67,4.82,11.41
308528,117,15.38,2.31,2.59,11.61
308532,117,15.38,2.31,2.75,12.63
308536,117,15.38,2.71,6.79,9.26
308540,117,15.38,0.98,3.65,10.24
308544,117,15.38,0.63,-0.27,12.2
308548,117,15.38,1.61,2.55,10.51
308551,117,15.38,2.16,3.65,11.81
308555,117,15.38,1.8,8.24,8.94
308559,117,15.38,1.73,9.49,7.61
308563,117,15.38,2.28,6.9,7.88
308568,117,15.38,2.35,7.73,8.16
308572,117,15.38,1.14,7.22,9.89
308575,117,15.38,2.63,6.67,10.12
308579,117,15.38,2.63,8.94,5.45
308583,117,15.38,1.33,8.28,4.9
308587,117,15.38,1.1,7.34,6.47
308591,91,19.78,0.94,3.92,7.81
308595,91,19.78,1.84,2.51,12.04
308598,91,19.78,0.78,3.69,8.75
308602,91,19.78,-0.31,5.06,9.81
308606,91,19.78,-0.31,4.9,9.3
308611,91,19.78,-0.16,5.26,9.14
308614,91,19.78,-0.31,3.45,11.45
308618,91,19.78,0.9,5.61,14.32
308622,91,19.78,0.75,3.61,14.79
308626,91,19.78,0.67,-0.27,14.36
308630,91,19.78,-0.47,3.26,13.14
308634,91,19.78,0.35,4.12,12.83
308637,91,19.78,0.78,4.79,10.32
308641,91,19.78,0.94,8.16,9.02
308645,91,19.78,1.41,5.37,9.1
308649,91,19.78,0.71,5.88,11.53
308654,91,19.78,0,7.06,10.59
308657,91,19.78,0.59,6.67,10.9
308661,91,19.78,0.94,4.35,6.32
308665,91,19.78,0.63,4.31,4.82
308669,91,19.78,1.06,2.86,7.26
308672,91,19.78,0.39,6.63,4.63
308676,91,19.78,-0.04,6.39,5.14
308680,91,19.78,0.9,5.06,7.45
308684,91,19.78,-0.39,6.94,5.81
308688,91,19.78,0.24,8.63,7.49
308691,91,19.78,-0.75,7.18,10.79
308696,105,17.14,-0.98,3.57,15.38
308700,105,17.14,-0.94,1.06,17.38
308704,105,17.14,-1.14,1.65,13.57
308708,105,17.14,0.08,4.55,11.57
308712,105,17.14,0.71,7.53,7.57
308716,105,17.14,2.39,6.39,8.16
308719,105,17.14,2.2,3.69,10.94
308723,105,17.14,1.92,4.2,11.38
308727,105,17.14,0.78,1.61,12
308731,105,17.14,1.92,2.31,10.94
308736,105,17.14,1.96,4.31,12.12
308740,105,17.14,1.61,5.57,10.47
308744,105,17.14,1.29,7.53,8.94
308747,105,17.14,-0.04,11.06,7.18
308751,105,17.14,2.59,8.39,5.41
308755,105,17.14,2.51,7.22,5.18
308759,105,17.14,2.9,4.9,8.94
308763,105,17.14,2.59,4,10.4
308767,105,17.14,3.8,6.83,12.75
308770,105,17.14,1.29,5.49,12.28
308774,105,17.14,0.94,6.16,11.3
308779,105,17.14,2.43,4.51,9.69
308783,105,17.14,1.45,5.77,9.06
308787,105,17.14,1.26,5.88,14.47
308791,105,17.14,0.71,2.9,14.67
308795,99,18.18,1.06,3.96,12.55
308798,99,18.18,0.51,5.81,12.24
308802,99,18.18,-0.75,6.98,8.83
308806,99,18.18,-0.2,8.63,1.57
308810,99,18.18,0.12,12.71,0.2
308814,99,18.18,0.55,8.36,1.96
308817,99,18.18,0.71,6.79,5.3
308822,99,18.18,1.33,3.45,11.02
308826,99,18.18,0.55,0.67,12.63
308830,99,18.18,-1.33,4.24,7.88
308834,99,18.18,1.14,5.81,7.61
308837,99,18.18,1.14,7.02,6.75
308841,99,18.18,2.2,5.77,11.26
308845,99,18.18,0.35,4.94,13.38
308849,99,18.18,-0.35,7.37,14.83
308853,99,18.18,-0.27,3.92,14.79
308857,99,18.18,-0.35,5.96,13.69
308860,99,18.18,0.12,4.75,12.32
308865,99,18.18,1.1,5.92,9.02
308869,99,18.18,2.08,6.79,13.34
308873,99,18.18,2.75,0.82,14.2
308877,99,18.18,2.28,3.8,14.08
308880,99,18.18,1.77,4.35,12.63
308884,99,18.18,1.49,5.69,12.28
308888,99,18.18,1.26,7.18,6.51
308892,99,18.18,3.02,13.69,3.06
308896,99,18.18,2.94,11.26,2.08
308899,99,18.18,3.69,11.22,6.9
308903,99,18.18,3.06,6.16,14.36
308908,113,15.93,2.39,4.51,12.67
308912,113,15.93,0.9,7.34,15.26
308916,113,15.93,0.98,6.67,6.51
308920,113,15.93,-0.04,11.45,0.67
308924,113,15.93,1.29,9.3,1.18
308927,113,15.93,1.06,10.63,0.94
308931,113,15.93,1.49,6.24,2.67
308935,113,15.93,0.94,2.71,6.67
308939,113,15.93,-1.77,0.04,9.85
308943,113,15.93,2,-0.2,11.89
308947,113,15.93,1.8,0.08,11.96
308952,113,15.93,0.31,1.77,10.12
308955,113,15.93,0.24,2.2,8.71
308959,113,15.93,0.12,4,8.32
308963,113,15.93,0.24,5.02,10.32
308967,113,15.93,-1.49,2.2,13.93
308971,113,15.93,-1.77,-0.08,12.55
308975,113,15.93,1.26,4.67,7.61
308979,113,15.93,1.77,8.2,-0.86
308982,113,15.93,1.69,6.55,-3.96
308986,113,15.93,1.77,7.34,3.61
308990,113,15.93,2.16,1.65,3.92
308995,113,15.93,3.49,1.92,12.79
308999,91,19.78,3.18,1.1,24.09
309003,91,19.78,0.78,-2.98,25.11
309006,91,19.78,0.94,-0.51,25.73
309010,91,19.78,1.61,3.61,19.38
309014,91,19.78,0.9,8.28,13.38
309018,91,19.78,0.43,8.98,7.41
309022,91,19.78,-2.28,10.75,5.92
309025,91,19.78,-0.35,6.94,3.61
309029,91,19.78,-2.39,6.2,12.2
309033,91,19.78,-0.67,2.71,20.2
309038,91,19.78,-0.24,-1.73,22.52
309042,91,19.78,-0.08,3.18,17.5
309045,91,19.78,0.31,4,16.75
309049,91,19.78,-0.86,9.22,9.14
309053,91,19.78,-1.33,15.81,0
309057,91,19.78,-1.14,14.95,-0.75
309061,91,19.78,-0.16,13.14,3.45
309065,91,19.78,1.53,6.63,8.04
309068,91,19.78,2.63,4.47,11.06
309072,91,19.78,1.26,3.33,9.34
309076,91,19.78,0.2,2.39,13.89
309081,91,19.78,-0.27,3.8,4.71
309085,91,19.78,0.16,6.24,7.49
309088,91,19.78,1.18,1.84,6.75
309092,91,19.78,0.59,8,6.98
309096,91,19.78,0.59,5.81,7.61
309100,91,19.78,0.39,6.63,8.59
309103,104,17.31,0.9,6.08,12.32
309107,104,17.31,1.41,5.3,14.04
309111,104,17.31,1.88,3.77,11.61
309115,104,17.31,3.65,3.37,2.71
309120,104,17.31,1.22,3.45,1.26
309124,104,17.31,0.75,0.67,2.51
309128,104,17.31,1.69,-0.47,6.75
309131,104,17.31,2.16,-3.02,16.55
309135,104,17.31,0.67,0.9,24.48
309139,104,17.31,-0.12,-1.41,26.05
309143,104,17.31,0.51,4.24,19.97
309147,104,17.31,2.79,8.24,12.08
309151,104,17.31,0.51,11.73,6.75
309155,104,17.31,-2.51,12.12,7.85
309158,104,17.31,0.27,7.49,8.36
309163,104,17.31,0.04,8.39,6.32
309167,104,17.31,0.35,4.9,8.51
309171,104,17.31,1.61,6.28,4.82
309175,104,17.31,1.88,9.02,0.31
309179,104,17.31,2.39,4.43,-0.98
309182,104,17.31,2.59,-0.98,5.26
309186,104,17.31,1.18,-0.9,7.22
309190,104,17.31,1.69,1.49,7.65
309194,104,17.31,3.1,0.86,9.06
309198,95,18.95,2.79,7.81,3.84
309202,95,18.95,0.9,10,3.88
309206,95,18.95,-0.04,13.22,2.39
309210,95,18.95,0.35,10.2,8
309214,95,18.95,0.71,11.26,9.45
309218,95,18.95,0.67,7.81,7.14
309222,95,18.95,2.9,8.71,3.65
309225,95,18.95,0.75,3.92,6.63
309229,95,18.95,1.73,-0.94,12.24
309233,95,18.95,0.43,-3.73,19.46
309237,95,18.95,2.16,1.14,25.42
309241,95,18.95,3.18,1.53,25.07
309244,95,18.95,4.47,4.28,22.91
309249,95,18.95,3.14,4.16,21.38
309253,95,18.95,2.55,10.51,10.2
309257,95,18.95,2.71,9.26,5.81
309261,95,18.95,1.88,8.28,6.39
309265,95,18.95,5.22,0.82,6.75
309268,95,18.95,0.31,0.16,7.3
309272,95,18.95,2.35,-3.61,10.47
309276,95,18.95,2.16,-1.69,11.53
309280,95,18.95,1.29,-0.9,15.34
309284,95,18.95,-0.43,5.02,10.2
309287,95,18.95,1.18,4.94,11.69
309292,95,18.95,-2.35,6.75,24.79
309296,95,18.95,1.92,13.57,12.12
309300,95,18.95,0,12.59,3.88
309304,95,18.95,0.78,11.22,5.22
309308,110,16.36,1.8,10.55,17.93
309312,110,16.36,0.16,-1.14,1.88
309315,110,16.36,1.18,0.75,2.39
309319,110,16.36,-0.12,-0.2,4.94
309323,110,16.36,-0.55,3.84,-0.04
309327,110,16.36,0.31,7.41,-0.04
309331,110,16.36,1.61,6.12,5.02
309335,110,16.36,1.53,5.06,9.45
309339,110,16.36,2.2,8.98,12.24
309343,110,16.36,2.63,8.59,13.77
309347,110,16.36,2.59,6.79,13.53
309351,110,16.36,2.2,6.83,11.45
309355,110,16.36,-0.39,8.59,9.96
309359,110,16.36,1.8,3.96,4.47
309362,110,16.36,2.08,4.2,11.26
309366,110,16.36,1.57,0.47,11.65
309370,110,16.36,1.1,-1.1,17.85
309374,110,16.36,2.67,-0.86,18.51
309379,110,16.36,3.14,4.63,12.12
309383,110,16.36,1.14,3.88,10.4
309387,110,16.36,2.24,7.88,7.53
309390,110,16.36,1.92,9.53,7.22
309394,110,16.36,0.86,7.18,7.34
309398,90,20,0.9,6.83,5.84
309402,90,20,1.02,4.31,5.61
309406,90,20,1.84,5.14,9.49
309409,90,20,3.18,3.1,10.2
309413,90,20,2.82,2.2,17.26
309417,90,20,1.73,5.33,15.38
309422,90,20,1.41,4.47,14.98
309426,90,20,2.35,4.51,10.4
309430,90,20,2.12,10.2,6.83
309433,90,20,0.82,10.59,3.65
309437,90,20,1.57,8.75,12.98
309441,90,20,2,7.37,11.34
309445,90,20,1.29,11.1,11.14
309449,90,20,1.96,12,13.61
309452,90,20,2.9,9.96,7.96
309456,90,20,4,16.67,-2.9
309460,90,20,2.79,11.77,-3.69
309465,90,20,2.79,7.88,-0.47
309469,90,20,2.08,4.31,5.02
309472,90,20,2.51,0.12,10
309476,90,20,0.78,-1.69,9.89
309480,90,20,0.78,3.77,11.81
309484,90,20,-0.39,6.51,7.69
309488,90,20,-0.04,5.88,7.37
309491,90,20,-1.61,2.98,11.14
309495,90,20,0.16,4.35,11.02
309499,101,17.82,1.06,3.84,10.87
309504,101,17.82,0.2,3.65,12.24
309508,101,17.82,0.86,1.41,13.85
309512,101,17.82,0.08,0,14.4
309515,101,17.82,-0.43,0.67,11.53
309519,101,17.82,-0.31,1.8,6.04
309523,101,17.82,-1.1,1.77,4.9
309527,101,17.82,-2.63,3.1,7.81
309531,101,17.82,-0.82,2.39,9.57
309535,101,17.82,0.75,1.02,14.08
309538,101,17.82,1.73,2.35,18.01
309542,101,17.82,2,3.49,17.69
309547,101,17.82,-0.04,7.26,13.18
309551,101,17.82,0.47,8.59,13.22
309555,101,17.82,-1.88,8.75,8.51
309559,101,17.82,-2.75,7.92,0.98
309563,101,17.82,-1.41,5.1,5.1
309566,101,17.82,1.1,3.65,8.36
309570,101,17.82,1.02,4.28,13.02
309574,101,17.82,2.71,3.45,13.34
309578,101,17.82,2.59,3.18,14.12
309582,101,17.82,1.92,5.26,7.96
309586,101,17.82,2.51,7.81,10.08
309591,101,17.82,1.8,6.47,7.73
309594,95,18.95,2.75,8.43,6.63
309598,95,18.95,1.77,7.06,9.77
309602,95,18.95,2.08,1.92,13.3
309606,95,18.95,3.37,4.24,10.87
309610,95,18.95,3.96,5.02,10.04
309613,95,18.95,2.16,6.12,3.14
309617,95,18.95,1.69,10.94,-5.84
309621,95,18.95,3.88,7.69,-0.43
309625,95,18.95,3.61,4.24,4.51
309629,95,18.95,3.22,3.06,14.2
309633,95,18.95,1.92,0.75,17.5
309637,95,18.95,0.78,2.04,9.06
309641,95,18.95,0.08,7.18,7.53
309645,95,18.95,0.12,6.51,6.94
309649,95,18.95,1.45,3.77,7.85
309652,95,18.95,1.49,3.88,12.08
309656,95,18.95,-0.27,0.75,15.77
309660,95,18.95,0.39,-1.14,16.44
309664,95,18.95,-0.12,2.55,12.4
309668,95,18.95,0.04,4.43,8.24
309671,95,18.95,1.65,6.2,6.63
309676,95,18.95,3.49,8.2,11.65
309680,95,18.95,2.67,5.88,13.53
309684,95,18.95,2.31,7.1,13.57
309688,95,18.95,1.61,4.59,16.91
309691,95,18.95,-0.12,5.57,8.28
309695,95,18.95,1.49,8.63,2.71
309699,105,17.14,1.41,7.85,3.41
309703,105,17.14,2.79,8.2,5.37
309707,105,17.14,1.77,3.65,10
309711,105,17.14,1.84,4.39,10.43
309715,105,17.14,0.82,6.39,10.2
309719,105,17.14,1.33,1.41,10.83
309723,105,17.14,1.14,3.73,8.51
309727,105,17.14,1.33,2.55,10.2
309731,105,17.14,1.88,5.3,6.08
309735,105,17.14,1.53,5.73,3.18
309739,105,17.14,1.18,6.94,3.06
309742,105,17.14,0.9,9.85,6.67
309746,105,17.14,1.26,9.38,7.22
309750,105,17.14,1.45,7.53,10.4
309754,105,17.14,0.98,7.65,17.93
309758,105,17.14,0.75,-1.53,21.46
309763,105,17.14,0.47,3.18,18.67
309767,105,17.14,-0.04,4.2,16.04
309770,105,17.14,-0.27,9.73,7.3
309774,105,17.14,0.63,12.75,-7.18
309778,105,17.14,2.39,14.16,-9.92
309782,105,17.14,1.45,10.47,-3.3
309786,105,17.14,3.26,2.39,1.65
309790,91,19.78,3.41,-1.57,14.2
309794,91,19.78,2.9,-2.94,15.18
309797,91,19.78,3.14,6.47,9.06
309801,91,19.78,1.69,4.82,9.81
309806,91,19.78,2.51,3.88,15.06
309810,91,19.78,1.73,1.26,18.95
309814,91,19.78,0.51,3.49,22.16
309817,91,19.78,1.57,1.1,21.06
309821,91,19.78,-0.12,2.98,16.04
309825,91,19.78,-0.08,7.34,10.79
309829,91,19.78,0.39,10.59,9.65
309833,91,19.78,0.16,5.92,7.18
309836,91,19.78,1.65,3.22,9.3
309840,91,19.78,0.98,5.57,11.38
309844,91,19.78,0.9,6.86,11.26
309849,91,19.78,1.22,7.37,10
309853,91,19.78,0.94,3.3,11.02
309856,91,19.78,0.59,7.1,9.49
309860,91,19.78,0.27,7.06,9.38
309864,91,19.78,-0.51,7.45,10
309868,91,19.78,0.71,6.86,7.65
309872,91,19.78,1.1,11.77,1.29
309875,91,19.78,0.47,8.83,3.37
309879,91,19.78,1.37,5.77,5.81
309883,91,19.78,-0.35,3.41,8.47
309888,98,18.37,1.57,1.14,13.26
309892,98,18.37,0.51,5.3,11.41
309895,98,18.37,1.84,4.98,9.45
309899,98,18.37,-0.16,-0.27,11.18
309903,98,18.37,-1.41,3.45,10.63
309907,98,18.37,-0.24,5.49,11.45
309911,98,18.37,1.22,9.18,10.63
309914,98,18.37,1.49,12.51,8.79
309918,98,18.37,1.57,4.86,8.9
309922,98,18.37,0.16,3.88,9.3
309926,98,18.37,1.65,2.98,9.26
309931,98,18.37,-0.04,9.02,4.94
309934,98,18.37,0.67,7.18,2.9
309938,98,18.37,0.78,6,5.06
309942,98,18.37,1.49,5.18,9.1
309946,98,18.37,2.08,3.26,15.34
309950,98,18.37,0.94,4.94,14.75
309953,98,18.37,1.61,10.4,14.4
309957,98,18.37,-0.78,7.96,11.02
309961,98,18.37,2.04,9.3,6.94
309965,98,18.37,1.92,10.12,6.32
309969,98,18.37,1.77,8.87,8.36
309972,98,18.37,1.92,2.31,10.79
309977,98,18.37,0.67,-2.04,12.98
309981,93,19.35,2.08,0,11.14
309985,93,19.35,2.28,2.94,7.49
309989,93,19.35,2.39,3.69,3.1
309992,93,19.35,1.45,9.26,5.1
309996,93,19.35,0.67,7.1,6.28
310000,93,19.35,1.45,10.55,9.06
310004,93,19.35,1.8,10.16,11.77
310008,93,19.35,1.18,15.46,12
310012,93,19.35,1.69,12.04,12.4
310016,93,19.35,1.1,10.36,11.38
310020,93,19.35,-0.71,8.39,12.04
310024,93,19.35,0.67,4.82,8.16
310028,93,19.35,2.04,4.94,3.77
310032,93,19.35,3.02,1.88,1.49
310036,93,19.35,3.49,0.71,3.22
310039,93,19.35,2.28,1.33,8.59
310043,93,19.35,1.57,3.3,10.04
310047,93,19.35,1.26,6.12,10.87
310051,93,19.35,1.33,5.96,11.85
310055,93,19.35,2,5.1,12.83
310059,93,19.35,1.84,4.35,13.45
310063,93,19.35,1.96,5.02,15.69
310067,93,19.35,1.33,0.67,18.51
310071,93,19.35,0.12,2.71,15.26
310075,93,19.35,0.9,4.63,13.49
310078,93,19.35,0.98,3.53,6.75
310082,101,17.82,-0.63,6.47,2.71
310086,101,17.82,-1.8,6.2,3.53
310090,101,17.82,0.35,2.2,4.24
310094,101,17.82,-0.47,4.47,9.1
310098,101,17.82,-0.16,2.9,10.43
310102,101,17.82,0.75,3.3,6.2
310106,101,17.82,-1.53,9.02,3.41
310110,101,17.82,-0.51,5.14,3.61
310114,101,17.82,0.98,2.55,3.53
310118,101,17.82,1.61,-1.18,11.53
310122,101,17.82,1.61,-2.98,12.94
310126,101,17.82,1.77,-3.3,14.95
310129,101,17.82,0.82,3.3,12.79
310133,101,17.82,0.67,6.16,8.9
310137,101,17.82,1.29,6.98,9.85
310141,101,17.82,1.26,9.45,6.35
310146,101,17.82,0.04,5.37,9.77
310150,101,17.82,0.31,6.55,13.89
310153,101,17.82,1.18,2.82,15.18
310157,101,17.82,0.78,0.82,17.93
310161,101,17.82,0.82,5.88,15.53
310165,101,17.82,0.39,6.35,11.1
310169,87,20.69,-0.82,7.34,8.75
310173,87,20.69,-1.61,6.79,8.9
310176,87,20.69,-0.63,6.55,8.43
