Time,IRSensor,XAxis,YAxis,ZAxis,Velocity,acc_1D
176.04,3.374054598,0.003173885,0.047037809,-0.035253072,15.075,0.065072406
176.04,3.371507841,0.003254387,0.049250383,-0.034938355,15.075,0.068355123
176.04,3.371507841,0.003334143,0.046365825,-0.034624661,15.075,0.065905851
176.05,3.371507841,-0.009324763,0.051120504,-0.029217801,15.075,0.066787987
176.05,3.366414326,-0.004151472,0.055872698,-0.016170729,15.075,0.085181377
176.05,3.366414326,-0.011716919,0.042791687,-0.005672034,15.075,0.074224321
176.05,3.366414326,-0.009092966,0.055180937,0.015013832,15.075,0.096573512
176.05,3.366414326,-0.011565079,0.065020692,0.030604043,15.075,0.114674028
176.05,3.371507841,-0.014038151,0.082500087,0.048739895,15.075,0.142237021
176.05,3.371507841,-0.016512196,0.087241107,0.069421333,15.075,0.161464061
176.05,3.371507841,-0.013892092,0.089432833,0.067177014,15.075,0.167826153
176.05,3.371507841,-0.008725472,0.089075296,0.064931001,15.075,0.174428071
176.05,3.376601355,-0.016297794,0.070885029,0.057588966,15.075,0.145913497
176.05,3.371507841,-0.028966375,0.060334703,0.050245122,15.075,0.125361806
176.05,3.376601355,-0.023803084,0.047235385,0.040352267,15.075,0.119668546
176.05,3.379148112,-0.0160934,0.039228945,0.043193114,15.075,0.115893896
176.05,3.376601355,-0.010932506,0.04140999,0.05367335,15.075,0.135688247
176.05,3.368961083,-0.008320425,0.041042294,0.061604434,15.075,0.145054758
176.05,3.363867569,-0.008257184,0.045767705,0.079721923,15.075,0.160909916
176.05,3.361320812,-0.008195235,0.040302769,0.085101617,15.075,0.148466467
176.05,3.366414326,-0.010682177,0.019553059,0.093026202,15.075,0.133916315
176.05,3.371507841,-0.002980172,-0.008839547,0.10349563,15.075,0.122540625
176.05,3.371507841,-0.0080174,-0.042327741,0.096132819,15.075,0.077499824
176.06,3.368961083,-0.015603585,-0.065627887,0.104050364,15.075,0.050486716
176.06,3.371507841,-0.01809602,-0.083834418,0.101776946,15.075,0.029293366
176.06,3.376601355,-0.015494718,-0.089305466,0.10204816,15.075,0.025256392
176.06,3.379148112,-0.015442491,-0.07949371,0.107411051,15.075,0.030043376
176.06,3.376601355,-0.015391776,-0.067135349,0.122959815,15.075,0.056306496
176.06,3.379148112,-0.015342591,-0.05732483,0.141052987,15.075,0.072561431
176.06,3.376601355,-0.015294944,-0.052609332,0.138766394,15.075,0.067563367
176.06,3.368961083,-0.015248871,-0.040252492,0.144118374,15.075,0.075697961
176.06,3.371507841,-0.007561664,-0.045726812,0.139278993,15.075,0.067088892
176.06,3.368961083,0.002671493,-0.048654163,0.144625175,15.075,0.067589474
176.06,3.368961083,0.005260299,-0.049034414,0.147421259,15.075,0.066808396
176.06,3.368961083,0.007847439,-0.0392257,0.150214335,15.075,0.072629091
176.06,3.363867569,0.007885304,-0.037058745,0.160645733,15.075,0.077707474
176.06,3.366414326,0.002826321,-0.042533436,0.163432675,15.075,0.065420285
176.06,3.368961083,0.010503474,-0.040366148,0.161122244,15.075,0.069051291
176.06,3.371507841,0.015631311,-0.038198596,0.166449999,15.075,0.069745509
176.06,3.371507841,0.013114682,-0.03857795,0.15903891,15.075,0.060595164
176.06,3.371507841,0.015691414,-0.038956865,0.146530276,15.075,0.051316564
176.06,3.379148112,0.013171209,-0.046977054,0.128924051,15.075,0.03114988
176.06,3.376601355,0.01064918,-0.049902118,0.108767359,15.075,0.012012442
176.06,3.376601355,0.008125319,-0.052826489,0.086060144,15.075,-0.007247807
176.07,3.371507841,-0.004590698,-0.060844594,0.058255247,15.075,-0.04293497
176.07,3.368961083,-0.009665867,-0.071409107,0.032993984,15.075,-0.072970712
176.07,3.371507841,-0.004552636,-0.081972669,0.005182076,15.075,-0.100804879
176.07,3.368961083,0.000558687,-0.095082471,-0.017539088,15.075,-0.129196323
176.07,3.368961083,0.000572941,-0.100549387,-0.040263819,15.075,-0.154012994
176.07,3.361320812,-0.004509872,-0.118751397,-0.057897895,15.075,-0.189136671
176.07,3.361320812,-0.00704706,-0.126763093,-0.065347097,15.075,-0.206605624
176.07,3.363867569,-0.009586205,-0.137320679,-0.077894192,15.075,-0.226035511
