Time,IRSensor,XAxis,YAxis,ZAxis,Velocity,1D_acc
4.537,3.37405459778782,-0.0152044410684207,-0.00830109024196966,-0.0128367038504247,7.29435483870968,-0.037106257568613
4.5375,3.35113378294711,0.0026215739941898,-0.000658038530124866,-0.00519554300324502,7.29435483870968,-0.00417264663039514
4.538,3.38169486940139,6.69925687382156e-05,0.00953223950029007,-0.000101496956186504,7.29435483870968,0.00766579170186123
4.5385,3.36896108337877,0.00515512200017668,0.0069861664359132,-0.0153844765444968,7.29435483870968,-0.00378305697100756
4.539,3.35877405456068,-0.00249465050799412,-0.000654532245231371,-0.000101967349481815,7.29435483870968,-0.0041799692118957
4.5395,3.35622729735616,0.00514099003043405,0.00698827259366405,0.00753916472760831,7.29435483870968,0.0146487299710962
4.54,3.34858702574259,0.00258631443553414,0.00953651326411342,-0.0051967006298172,7.29435483870968,0.00363444885665036
4.5405,3.35877405456068,0.00257920215969251,-0.00829337984270783,-0.0102912076108733,7.29435483870968,-0.0116069173311116
4.541,3.33839999692449,-0.00761822598568732,-0.0108397942735656,-0.00519721866665143,7.29435483870968,-0.0135292352162802
4.5415,3.36641432617425,-0.00507780257425686,0.00699183020770225,-0.00265034627486496,7.29435483870968,0.0020134518646008
4.542,3.35622729735616,0.00510532649997087,0.00189806852610629,-0.000103483822807322,7.29435483870968,0.00809989891111386
4.5425,3.35368054015163,3.01330874585069e-06,-0.00319578875059484,0.0024433650127435,7.29435483870968,0.00393335614189158
4.543,3.34349351133354,-0.00255174990581142,0.0171828781033877,-0.00774540840209745,7.29435483870968,0.0108669279052237
4.5435,3.35368054015163,0.00508378805940481,0.0197307065883318,-0.0026514519360096,7.29435483870968,0.014147292906929
4.544,3.3613208117652,0.0127193297390861,0.00444766508863524,0.0151781400007508,7.29435483870968,0.0279876300850103
4.5445,3.36896108337877,-2.57299817554033e-05,0.00444808752167057,0.00244221527435014,7.29435483870968,0.0100124257895178
4.545,3.36641432617425,-0.00767565385973057,0.00954297299944273,-0.00774659124065971,7.29435483870968,-0.00543686726563944
4.5455,3.3715078405833,-4.01247813685876e-05,0.00699602677199293,0.00753587542284862,7.29435483870968,0.0140165451835665
4.546,3.33839999692449,-4.73022042787962e-05,-0.00064551990819993,0.00498845121088985,7.29435483870968,0.00799451542814722
